time_stamp,state
40,1
41,1
42,1.1
43,1.1
44,1.1
45,1.2
46,1.2
47,1.2
48,1.3
49,1.6
50,1.6
51,1.6
52,1.8
53,1.8
54,2.8
55,2.8
56,9
57,9
58,9
59,9
60,9
61,9
62,9
63,9
64,9
65,9
66,11
67,11
68,11
69,11
70,11
71,11
72,11
73,11
74,11
75,11
76,11
77,11
78,11
79,11
80,11
81,16
82,16
83,16
84,16
85,16
86,16
87,16
88,16
89,16
90,16
91,18
92,18
93,18
94,18
95,21
96,21
97,21
98,21
99,21
