time_stamp,state,optimal_action,value
52,70,B,19.366
52,71,B,19.366
52,72,B,19.366
52,73,B,19.366
52,74,B,19.366
52,75,B,19.366
52,76,B,19.366
52,77,B,19.366
52,78,B,19.366
52,79,B,19.366
52,80,B,19.366
52,81,B,19.366
52,82,B,19.366
52,83,B,19.366
52,84,B,19.366
52,85,B,19.366
52,86,B,19.366
52,87,B,19.366
52,88,B,19.366
52,89,B,19.366
52,90,B,19.366
52,91,B,19.366
52,92,B,19.366
52,93,B,19.366
52,94,B,19.366
52,95,B,19.366
52,96,B,19.366
52,97,B,19.366
52,98,B,19.366
52,99,B,19.366
52,100,None,-100.0
53,0,AM,46.389830999999994
53,1,AM,45.90074299999999
53,2,AM,45.90074299999999
53,3,B,26.8412
53,4,B,26.8412
53,5,B,26.8412
53,6,B,26.8412
53,7,B,26.8412
53,8,B,26.8412
53,9,B,18.8689
53,10,B,18.8689
53,11,B,18.8689
53,12,B,18.8689
53,13,B,18.8689
53,14,B,18.8689
53,15,B,18.8689
53,16,B,18.8689
53,17,B,18.8689
53,18,B,18.8689
53,19,B,18.8689
53,20,B,18.8689
53,21,B,18.8689
53,22,B,18.8689
53,23,B,18.8689
53,24,B,18.8689
53,25,B,18.8689
53,26,B,18.8689
53,27,B,18.8689
53,28,B,18.8689
53,29,B,18.8689
53,30,B,18.8689
53,31,B,18.8689
53,32,B,18.8689
53,33,B,18.8689
53,34,B,18.8689
53,35,B,18.8689
53,36,B,18.8689
53,37,B,18.8689
53,38,B,18.8689
53,39,B,18.8689
53,40,B,18.8689
53,41,B,18.8689
53,42,B,18.8689
53,43,B,18.8689
53,44,B,18.8689
53,45,B,18.8689
53,46,B,18.8689
53,47,B,18.8689
53,48,B,18.8689
53,49,B,18.8689
53,50,B,18.8689
53,51,B,18.8689
53,52,B,18.8689
53,53,B,18.8689
53,54,B,18.8689
53,55,B,18.8689
53,56,B,18.8689
53,57,B,18.8689
53,58,B,18.8689
53,59,B,18.8689
53,60,B,18.8689
53,61,B,18.8689
53,62,B,18.8689
53,63,B,18.8689
53,64,B,18.8689
53,65,B,18.8689
53,66,B,18.8689
53,67,B,18.8689
53,68,B,18.8689
53,69,B,18.8689
53,70,B,18.8689
53,71,B,18.8689
53,72,B,18.8689
53,73,B,18.8689
53,74,B,18.8689
53,75,B,18.8689
53,76,B,18.8689
53,77,B,18.8689
53,78,B,18.8689
53,79,B,18.8689
53,80,B,18.8689
53,81,B,18.8689
53,82,B,18.8689
53,83,B,18.8689
53,84,B,18.8689
53,85,B,18.8689
53,86,B,18.8689
53,87,B,18.8689
53,88,B,18.8689
53,89,B,18.8689
53,90,B,18.8689
53,91,B,18.8689
53,92,B,18.8689
53,93,B,18.8689
53,94,B,18.8689
53,95,B,18.8689
53,96,B,18.8689
53,97,B,18.8689
53,98,B,18.8689
53,99,B,18.8689
53,100,None,-100.0
54,0,AM,45.391541
54,1,AM,44.905680999999994
54,2,AM,44.905680999999994
54,3,B,26.0273
54,4,B,26.0273
54,5,B,26.0273
54,6,B,26.0273
54,7,B,26.0273
54,8,B,26.0273
54,9,B,18.3746
54,10,B,18.3746
54,11,B,18.3746
54,12,B,18.3746
54,13,B,18.3746
54,14,B,18.3746
54,15,B,18.3746
54,16,B,18.3746
54,17,B,18.3746
54,18,B,18.3746
54,19,B,18.3746
54,20,B,18.3746
54,21,B,18.3746
54,22,B,18.3746
54,23,B,18.3746
54,24,B,18.3746
54,25,B,18.3746
54,26,B,18.3746
54,27,B,18.3746
54,28,B,18.3746
54,29,B,18.3746
54,30,B,18.3746
54,31,B,18.3746
54,32,B,18.3746
54,33,B,18.3746
54,34,B,18.3746
54,35,B,18.3746
54,36,B,18.3746
54,37,B,18.3746
54,38,B,18.3746
54,39,B,18.3746
54,40,B,18.3746
54,41,B,18.3746
54,42,B,18.3746
54,43,B,18.3746
54,44,B,18.3746
54,45,B,18.3746
54,46,B,18.3746
54,47,B,18.3746
54,48,B,18.3746
54,49,B,18.3746
54,50,B,18.3746
54,51,B,18.3746
54,52,B,18.3746
54,53,B,18.3746
54,54,B,18.3746
54,55,B,18.3746
54,56,B,18.3746
54,57,B,18.3746
54,58,B,18.3746
54,59,B,18.3746
54,60,B,18.3746
54,61,B,18.3746
54,62,B,18.3746
54,63,B,18.3746
54,64,B,18.3746
54,65,B,18.3746
54,66,B,18.3746
54,67,B,18.3746
54,68,B,18.3746
54,69,B,18.3746
54,70,B,18.3746
54,71,B,18.3746
54,72,B,18.3746
54,73,B,18.3746
54,74,B,18.3746
54,75,B,18.3746
54,76,B,18.3746
54,77,B,18.3746
54,78,B,18.3746
54,79,B,18.3746
54,80,B,18.3746
54,81,B,18.3746
54,82,B,18.3746
54,83,B,18.3746
54,84,B,18.3746
54,85,B,18.3746
54,86,B,18.3746
54,87,B,18.3746
54,88,B,18.3746
54,89,B,18.3746
54,90,B,18.3746
54,91,B,18.3746
54,92,B,18.3746
54,93,B,18.3746
54,94,B,18.3746
54,95,B,18.3746
54,96,B,18.3746
54,97,B,18.3746
54,98,B,18.3746
54,99,B,18.3746
54,100,None,-100.0
55,0,AM,44.393418
55,1,AM,43.91104599999999
55,2,AM,43.91104599999999
55,3,AM,25.417250000000003
55,4,B,25.2204
55,5,B,25.2204
55,6,B,25.2204
55,7,B,25.2204
55,8,B,25.2204
55,9,B,17.882
55,10,B,17.882
55,11,B,17.882
55,12,B,17.882
55,13,B,17.882
55,14,B,17.882
55,15,B,17.882
55,16,B,17.882
55,17,B,17.882
55,18,B,17.882
55,19,B,17.882
55,20,B,17.882
55,21,B,17.882
55,22,B,17.882
55,23,B,17.882
55,24,B,17.882
55,25,B,17.882
55,26,B,17.882
55,27,B,17.882
55,28,B,17.882
55,29,B,17.882
55,30,B,17.882
55,31,B,17.882
55,32,B,17.882
55,33,B,17.882
55,34,B,17.882
55,35,B,17.882
55,36,B,17.882
55,37,B,17.882
55,38,B,17.882
55,39,B,17.882
55,40,B,17.882
55,41,B,17.882
55,42,B,17.882
55,43,B,17.882
55,44,B,17.882
55,45,B,17.882
55,46,B,17.882
55,47,B,17.882
55,48,B,17.882
55,49,B,17.882
55,50,B,17.882
55,51,B,17.882
55,52,B,17.882
55,53,B,17.882
55,54,B,17.882
55,55,B,17.882
55,56,B,17.882
55,57,B,17.882
55,58,B,17.882
55,59,B,17.882
55,60,B,17.882
55,61,B,17.882
55,62,B,17.882
55,63,B,17.882
55,64,B,17.882
55,65,B,17.882
55,66,B,17.882
55,67,B,17.882
55,68,B,17.882
55,69,B,17.882
55,70,B,17.882
55,71,B,17.882
55,72,B,17.882
55,73,B,17.882
55,74,B,17.882
55,75,B,17.882
55,76,B,17.882
55,77,B,17.882
55,78,B,17.882
55,79,B,17.882
55,80,B,17.882
55,81,B,17.882
55,82,B,17.882
55,83,B,17.882
55,84,B,17.882
55,85,B,17.882
55,86,B,17.882
55,87,B,17.882
55,88,B,17.882
55,89,B,17.882
55,90,B,17.882
55,91,B,17.882
55,92,B,17.882
55,93,B,17.882
55,94,B,17.882
55,95,B,17.882
55,96,B,17.882
55,97,B,17.882
55,98,B,17.882
55,99,B,17.882
55,100,None,-100.0
56,0,AM,43.395542999999996
56,1,AM,42.916895999999994
56,2,AM,42.916895999999994
56,3,AM,42.916895999999994
56,4,B,24.4231
56,5,B,24.4231
56,6,B,24.4231
56,7,B,24.4231
56,8,B,24.4231
56,9,B,17.3924
56,10,B,17.3924
56,11,B,17.3924
56,12,B,17.3924
56,13,B,17.3924
56,14,B,17.3924
56,15,B,17.3924
56,16,B,17.3924
56,17,B,17.3924
56,18,B,17.3924
56,19,B,17.3924
56,20,B,17.3924
56,21,B,17.3924
56,22,B,17.3924
56,23,B,17.3924
56,24,B,17.3924
56,25,B,17.3924
56,26,B,17.3924
56,27,B,17.3924
56,28,B,17.3924
56,29,B,17.3924
56,30,B,17.3924
56,31,B,17.3924
56,32,B,17.3924
56,33,B,17.3924
56,34,B,17.3924
56,35,B,17.3924
56,36,B,17.3924
56,37,B,17.3924
56,38,B,17.3924
56,39,B,17.3924
56,40,B,17.3924
56,41,B,17.3924
56,42,B,17.3924
56,43,B,17.3924
56,44,B,17.3924
56,45,B,17.3924
56,46,B,17.3924
56,47,B,17.3924
56,48,B,17.3924
56,49,B,17.3924
56,50,B,17.3924
56,51,B,17.3924
56,52,B,17.3924
56,53,B,17.3924
56,54,B,17.3924
56,55,B,17.3924
56,56,B,17.3924
56,57,B,17.3924
56,58,B,17.3924
56,59,B,17.3924
56,60,B,17.3924
56,61,B,17.3924
56,62,B,17.3924
56,63,B,17.3924
56,64,B,17.3924
56,65,B,17.3924
56,66,B,17.3924
56,67,B,17.3924
56,68,B,17.3924
56,69,B,17.3924
56,70,B,17.3924
56,71,B,17.3924
56,72,B,17.3924
56,73,B,17.3924
56,74,B,17.3924
56,75,B,17.3924
56,76,B,17.3924
56,77,B,17.3924
56,78,B,17.3924
56,79,B,17.3924
56,80,B,17.3924
56,81,B,17.3924
56,82,B,17.3924
56,83,B,17.3924
56,84,B,17.3924
56,85,B,17.3924
56,86,B,17.3924
56,87,B,17.3924
56,88,B,17.3924
56,89,B,17.3924
56,90,B,17.3924
56,91,B,17.3924
56,92,B,17.3924
56,93,B,17.3924
56,94,B,17.3924
56,95,B,17.3924
56,96,B,17.3924
56,97,B,17.3924
56,98,B,17.3924
56,99,B,17.3924
56,100,None,-100.0
57,0,AM,42.397938999999994
57,1,AM,41.92325399999999
57,2,AM,41.92325399999999
57,3,AM,41.92325399999999
57,4,B,23.6373
57,5,B,23.6373
57,6,B,23.6373
57,7,B,23.6373
57,8,B,23.6373
57,9,B,16.9068
57,10,B,16.9068
57,11,B,16.9068
57,12,B,16.9068
57,13,B,16.9068
57,14,B,16.9068
57,15,B,16.9068
57,16,B,16.9068
57,17,B,16.9068
57,18,B,16.9068
57,19,B,16.9068
57,20,B,16.9068
57,21,B,16.9068
57,22,B,16.9068
57,23,B,16.9068
57,24,B,16.9068
57,25,B,16.9068
57,26,B,16.9068
57,27,B,16.9068
57,28,B,16.9068
57,29,B,16.9068
57,30,B,16.9068
57,31,B,16.9068
57,32,B,16.9068
57,33,B,16.9068
57,34,B,16.9068
57,35,B,16.9068
57,36,B,16.9068
57,37,B,16.9068
57,38,B,16.9068
57,39,B,16.9068
57,40,B,16.9068
57,41,B,16.9068
57,42,B,16.9068
57,43,B,16.9068
57,44,B,16.9068
57,45,B,16.9068
57,46,B,16.9068
57,47,B,16.9068
57,48,B,16.9068
57,49,B,16.9068
57,50,B,16.9068
57,51,B,16.9068
57,52,B,16.9068
57,53,B,16.9068
57,54,B,16.9068
57,55,B,16.9068
57,56,B,16.9068
57,57,B,16.9068
57,58,B,16.9068
57,59,B,16.9068
57,60,B,16.9068
57,61,B,16.9068
57,62,B,16.9068
57,63,B,16.9068
57,64,B,16.9068
57,65,B,16.9068
57,66,B,16.9068
57,67,B,16.9068
57,68,B,16.9068
57,69,B,16.9068
57,70,B,16.9068
57,71,B,16.9068
57,72,B,16.9068
57,73,B,16.9068
57,74,B,16.9068
57,75,B,16.9068
57,76,B,16.9068
57,77,B,16.9068
57,78,B,16.9068
57,79,B,16.9068
57,80,B,16.9068
57,81,B,16.9068
57,82,B,16.9068
57,83,B,16.9068
57,84,B,16.9068
57,85,B,16.9068
57,86,B,16.9068
57,87,B,16.9068
57,88,B,16.9068
57,89,B,16.9068
57,90,B,16.9068
57,91,B,16.9068
57,92,B,16.9068
57,93,B,16.9068
57,94,B,16.9068
57,95,B,16.9068
57,96,B,16.9068
57,97,B,16.9068
57,98,B,16.9068
57,99,B,16.9068
57,100,None,-100.0
58,0,AM,41.400628999999995
58,1,AM,40.930142999999994
58,2,AM,40.930142999999994
58,3,AM,40.930142999999994
58,4,B,22.8623
58,5,B,22.8623
58,6,B,22.8623
58,7,B,22.8623
58,8,B,22.8623
58,9,B,16.4248
58,10,B,16.4248
58,11,B,16.4248
58,12,B,16.4248
58,13,B,16.4248
58,14,B,16.4248
58,15,B,16.4248
58,16,B,16.4248
58,17,B,16.4248
58,18,B,16.4248
58,19,B,16.4248
58,20,B,16.4248
58,21,B,16.4248
58,22,B,16.4248
58,23,B,16.4248
58,24,B,16.4248
58,25,B,16.4248
58,26,B,16.4248
58,27,B,16.4248
58,28,B,16.4248
58,29,B,16.4248
58,30,B,16.4248
58,31,B,16.4248
58,32,B,16.4248
58,33,B,16.4248
58,34,B,16.4248
58,35,B,16.4248
58,36,B,16.4248
58,37,B,16.4248
58,38,B,16.4248
58,39,B,16.4248
58,40,B,16.4248
58,41,B,16.4248
58,42,B,16.4248
58,43,B,16.4248
58,44,B,16.4248
58,45,B,16.4248
58,46,B,16.4248
58,47,B,16.4248
58,48,B,16.4248
58,49,B,16.4248
58,50,B,16.4248
58,51,B,16.4248
58,52,B,16.4248
58,53,B,16.4248
58,54,B,16.4248
58,55,B,16.4248
58,56,B,16.4248
58,57,B,16.4248
58,58,B,16.4248
58,59,B,16.4248
58,60,B,16.4248
58,61,B,16.4248
58,62,B,16.4248
58,63,B,16.4248
58,64,B,16.4248
58,65,B,16.4248
58,66,B,16.4248
58,67,B,16.4248
58,68,B,16.4248
58,69,B,16.4248
58,70,B,16.4248
58,71,B,16.4248
58,72,B,16.4248
58,73,B,16.4248
58,74,B,16.4248
58,75,B,16.4248
58,76,B,16.4248
58,77,B,16.4248
58,78,B,16.4248
58,79,B,16.4248
58,80,B,16.4248
58,81,B,16.4248
58,82,B,16.4248
58,83,B,16.4248
58,84,B,16.4248
58,85,B,16.4248
58,86,B,16.4248
58,87,B,16.4248
58,88,B,16.4248
58,89,B,16.4248
58,90,B,16.4248
58,91,B,16.4248
58,92,B,16.4248
58,93,B,16.4248
58,94,B,16.4248
58,95,B,16.4248
58,96,B,16.4248
58,97,B,16.4248
58,98,B,16.4248
58,99,B,16.4248
58,100,None,-100.0
59,0,AM,40.4036
59,1,AM,39.937597
59,2,AM,39.937597
59,3,AM,39.937597
59,4,AM,39.937597
59,5,B,22.0944
59,6,B,22.0944
59,7,B,22.0944
59,8,B,22.0944
59,9,B,15.9447
59,10,B,15.9447
59,11,B,15.9447
59,12,B,15.9447
59,13,B,15.9447
59,14,B,15.9447
59,15,B,15.9447
59,16,B,15.9447
59,17,B,15.9447
59,18,B,15.9447
59,19,B,15.9447
59,20,B,15.9447
59,21,B,15.9447
59,22,B,15.9447
59,23,B,15.9447
59,24,B,15.9447
59,25,B,15.9447
59,26,B,15.9447
59,27,B,15.9447
59,28,B,15.9447
59,29,B,15.9447
59,30,B,15.9447
59,31,B,15.9447
59,32,B,15.9447
59,33,B,15.9447
59,34,B,15.9447
59,35,B,15.9447
59,36,B,15.9447
59,37,B,15.9447
59,38,B,15.9447
59,39,B,15.9447
59,40,B,15.9447
59,41,B,15.9447
59,42,B,15.9447
59,43,B,15.9447
59,44,B,15.9447
59,45,B,15.9447
59,46,B,15.9447
59,47,B,15.9447
59,48,B,15.9447
59,49,B,15.9447
59,50,B,15.9447
59,51,B,15.9447
59,52,B,15.9447
59,53,B,15.9447
59,54,B,15.9447
59,55,B,15.9447
59,56,B,15.9447
59,57,B,15.9447
59,58,B,15.9447
59,59,B,15.9447
59,60,B,15.9447
59,61,B,15.9447
59,62,B,15.9447
59,63,B,15.9447
59,64,B,15.9447
59,65,B,15.9447
59,66,B,15.9447
59,67,B,15.9447
59,68,B,15.9447
59,69,B,15.9447
59,70,B,15.9447
59,71,B,15.9447
59,72,B,15.9447
59,73,B,15.9447
59,74,B,15.9447
59,75,B,15.9447
59,76,B,15.9447
59,77,B,15.9447
59,78,B,15.9447
59,79,B,15.9447
59,80,B,15.9447
59,81,B,15.9447
59,82,B,15.9447
59,83,B,15.9447
59,84,B,15.9447
59,85,B,15.9447
59,86,B,15.9447
59,87,B,15.9447
59,88,B,15.9447
59,89,B,15.9447
59,90,B,15.9447
59,91,B,15.9447
59,92,B,15.9447
59,93,B,15.9447
59,94,B,15.9447
59,95,B,15.9447
59,96,B,15.9447
59,97,B,15.9447
59,98,B,15.9447
59,99,B,15.9447
59,100,None,-100.0
60,0,AM,39.406881
60,1,AM,38.945699
60,2,AM,38.945699
60,3,AM,38.945699
60,4,AM,38.945699
60,5,B,21.3285
60,6,B,21.3285
60,7,B,21.3285
60,8,B,21.3285
60,9,B,15.4669
60,10,B,15.4669
60,11,B,15.4669
60,12,B,15.4669
60,13,B,15.4669
60,14,B,15.4669
60,15,B,15.4669
60,16,B,15.4669
60,17,B,15.4669
60,18,B,15.4669
60,19,B,15.4669
60,20,B,15.4669
60,21,B,15.4669
60,22,B,15.4669
60,23,B,15.4669
60,24,B,15.4669
60,25,B,15.4669
60,26,B,15.4669
60,27,B,15.4669
60,28,B,15.4669
60,29,B,15.4669
60,30,B,15.4669
60,31,B,15.4669
60,32,B,15.4669
60,33,B,15.4669
60,34,B,15.4669
60,35,B,15.4669
60,36,B,15.4669
60,37,B,15.4669
60,38,B,15.4669
60,39,B,15.4669
60,40,B,15.4669
60,41,B,15.4669
60,42,B,15.4669
60,43,B,15.4669
60,44,B,15.4669
60,45,B,15.4669
60,46,B,15.4669
60,47,B,15.4669
60,48,B,15.4669
60,49,B,15.4669
60,50,B,15.4669
60,51,B,15.4669
60,52,B,15.4669
60,53,B,15.4669
60,54,B,15.4669
60,55,B,15.4669
60,56,B,15.4669
60,57,B,15.4669
60,58,B,15.4669
60,59,B,15.4669
60,60,B,15.4669
60,61,B,15.4669
60,62,B,15.4669
60,63,B,15.4669
60,64,B,15.4669
60,65,B,15.4669
60,66,B,15.4669
60,67,B,15.4669
60,68,B,15.4669
60,69,B,15.4669
60,70,B,15.4669
60,71,B,15.4669
60,72,B,15.4669
60,73,B,15.4669
60,74,B,15.4669
60,75,B,15.4669
60,76,B,15.4669
60,77,B,15.4669
60,78,B,15.4669
60,79,B,15.4669
60,80,B,15.4669
60,81,B,15.4669
60,82,B,15.4669
60,83,B,15.4669
60,84,B,15.4669
60,85,B,15.4669
60,86,B,15.4669
60,87,B,15.4669
60,88,B,15.4669
60,89,B,15.4669
60,90,B,15.4669
60,91,B,15.4669
60,92,B,15.4669
60,93,B,15.4669
60,94,B,15.4669
60,95,B,15.4669
60,96,B,15.4669
60,97,B,15.4669
60,98,B,15.4669
60,99,B,15.4669
60,100,None,-100.0
61,0,AM,38.410562999999996
61,1,AM,37.954558999999996
61,2,AM,37.954558999999996
61,3,AM,37.954558999999996
61,4,AM,37.954558999999996
61,5,B,20.5663
61,6,AM,21.056321999999998
61,7,B,20.5663
61,8,B,20.5663
61,9,B,15.0149
61,10,B,15.0149
61,11,B,15.0149
61,12,B,15.0149
61,13,B,15.0149
61,14,B,15.0149
61,15,B,15.0149
61,16,B,15.0149
61,17,B,15.0149
61,18,B,15.0149
61,19,B,15.0149
61,20,B,15.0149
61,21,B,15.0149
61,22,B,15.0149
61,23,B,15.0149
61,24,B,15.0149
61,25,B,15.0149
61,26,B,15.0149
61,27,B,15.0149
61,28,B,15.0149
61,29,B,15.0149
61,30,B,15.0149
61,31,B,15.0149
61,32,B,15.0149
61,33,B,15.0149
61,34,B,15.0149
61,35,B,15.0149
61,36,B,15.0149
61,37,B,15.0149
61,38,B,15.0149
61,39,B,15.0149
61,40,B,15.0149
61,41,B,15.0149
61,42,B,15.0149
61,43,B,15.0149
61,44,B,15.0149
61,45,B,15.0149
61,46,B,15.0149
61,47,B,15.0149
61,48,B,15.0149
61,49,B,15.0149
61,50,B,15.0149
61,51,B,15.0149
61,52,B,15.0149
61,53,B,15.0149
61,54,B,15.0149
61,55,B,15.0149
61,56,B,15.0149
61,57,B,15.0149
61,58,B,15.0149
61,59,B,15.0149
61,60,B,15.0149
61,61,B,15.0149
61,62,B,15.0149
61,63,B,15.0149
61,64,B,15.0149
61,65,B,15.0149
61,66,B,15.0149
61,67,B,15.0149
61,68,B,15.0149
61,69,B,15.0149
61,70,B,15.0149
61,71,B,15.0149
61,72,B,15.0149
61,73,B,15.0149
61,74,B,15.0149
61,75,B,15.0149
61,76,B,15.0149
61,77,B,15.0149
61,78,B,15.0149
61,79,B,15.0149
61,80,B,15.0149
61,81,B,15.0149
61,82,B,15.0149
61,83,B,15.0149
61,84,B,15.0149
61,85,B,15.0149
61,86,B,15.0149
61,87,B,15.0149
61,88,B,15.0149
61,89,B,15.0149
61,90,B,15.0149
61,91,B,15.0149
61,92,B,15.0149
61,93,B,15.0149
61,94,B,15.0149
61,95,B,15.0149
61,96,B,15.0149
61,97,B,15.0149
61,98,B,15.0149
61,99,B,15.0149
61,100,None,-100.0
62,0,AM,37.414640999999996
62,1,AM,36.964287
62,2,AM,36.964287
62,3,AM,36.964287
62,4,AM,36.964287
62,5,AM,20.066049999999997
62,6,AM,20.066049999999997
62,7,B,19.817
62,8,B,19.817
62,9,B,14.5668
62,10,B,14.5668
62,11,B,14.5668
62,12,B,14.5668
62,13,B,14.5668
62,14,B,14.5668
62,15,B,14.5668
62,16,B,14.5668
62,17,B,14.5668
62,18,B,14.5668
62,19,B,14.5668
62,20,B,14.5668
62,21,B,14.5668
62,22,B,14.5668
62,23,B,14.5668
62,24,B,14.5668
62,25,B,14.5668
62,26,B,14.5668
62,27,B,14.5668
62,28,B,14.5668
62,29,B,14.5668
62,30,B,14.5668
62,31,B,14.5668
62,32,B,14.5668
62,33,B,14.5668
62,34,B,14.5668
62,35,B,14.5668
62,36,B,14.5668
62,37,B,14.5668
62,38,B,14.5668
62,39,B,14.5668
62,40,B,14.5668
62,41,B,14.5668
62,42,B,14.5668
62,43,B,14.5668
62,44,B,14.5668
62,45,B,14.5668
62,46,B,14.5668
62,47,B,14.5668
62,48,B,14.5668
62,49,B,14.5668
62,50,B,14.5668
62,51,B,14.5668
62,52,B,14.5668
62,53,B,14.5668
62,54,B,14.5668
62,55,B,14.5668
62,56,B,14.5668
62,57,B,14.5668
62,58,B,14.5668
62,59,B,14.5668
62,60,B,14.5668
62,61,B,14.5668
62,62,B,14.5668
62,63,B,14.5668
62,64,B,14.5668
62,65,B,14.5668
62,66,B,14.5668
62,67,B,14.5668
62,68,B,14.5668
62,69,B,14.5668
62,70,B,14.5668
62,71,B,14.5668
62,72,B,14.5668
62,73,B,14.5668
62,74,B,14.5668
62,75,B,14.5668
62,76,B,14.5668
62,77,B,14.5668
62,78,B,14.5668
62,79,B,14.5668
62,80,B,14.5668
62,81,B,14.5668
62,82,B,14.5668
62,83,B,14.5668
62,84,B,14.5668
62,85,B,14.5668
62,86,B,14.5668
62,87,B,14.5668
62,88,B,14.5668
62,89,B,14.5668
62,90,B,14.5668
62,91,B,14.5668
62,92,B,14.5668
62,93,B,14.5668
62,94,B,14.5668
62,95,B,14.5668
62,96,B,14.5668
62,97,B,14.5668
62,98,B,14.5668
62,99,B,14.5668
62,100,None,-100.0
63,0,AM,36.419157999999996
63,1,AM,35.975037
63,2,AM,35.975037
63,3,AM,35.975037
63,4,AM,35.975037
63,5,AM,35.975037
63,6,B,19.0768
63,7,AM,19.337833999999997
63,8,AM,19.337833999999997
63,9,B,14.119
63,10,B,14.119
63,11,B,14.119
63,12,B,14.119
63,13,B,14.119
63,14,B,14.119
63,15,B,14.119
63,16,B,14.119
63,17,B,14.119
63,18,B,14.119
63,19,B,14.119
63,20,B,14.119
63,21,B,14.119
63,22,B,14.119
63,23,B,14.119
63,24,B,14.119
63,25,B,14.119
63,26,B,14.119
63,27,B,14.119
63,28,B,14.119
63,29,B,14.119
63,30,B,14.119
63,31,B,14.119
63,32,B,14.119
63,33,B,14.119
63,34,B,14.119
63,35,B,14.119
63,36,B,14.119
63,37,B,14.119
63,38,B,14.119
63,39,B,14.119
63,40,B,14.119
63,41,B,14.119
63,42,B,14.119
63,43,B,14.119
63,44,B,14.119
63,45,B,14.119
63,46,B,14.119
63,47,B,14.119
63,48,B,14.119
63,49,B,14.119
63,50,B,14.119
63,51,B,14.119
63,52,B,14.119
63,53,B,14.119
63,54,B,14.119
63,55,B,14.119
63,56,B,14.119
63,57,B,14.119
63,58,B,14.119
63,59,B,14.119
63,60,B,14.119
63,61,B,14.119
63,62,B,14.119
63,63,B,14.119
63,64,B,14.119
63,65,B,14.119
63,66,B,14.119
63,67,B,14.119
63,68,B,14.119
63,69,B,14.119
63,70,B,14.119
63,71,B,14.119
63,72,B,14.119
63,73,B,14.119
63,74,B,14.119
63,75,B,14.119
63,76,B,14.119
63,77,B,14.119
63,78,B,14.119
63,79,B,14.119
63,80,B,14.119
63,81,B,14.119
63,82,B,14.119
63,83,B,14.119
63,84,B,14.119
63,85,B,14.119
63,86,B,14.119
63,87,B,14.119
63,88,B,14.119
63,89,B,14.119
63,90,B,14.119
63,91,B,14.119
63,92,B,14.119
63,93,B,14.119
63,94,B,14.119
63,95,B,14.119
63,96,B,14.119
63,97,B,14.119
63,98,B,14.119
63,99,B,14.119
63,100,None,-100.0
64,0,AM,35.424186
64,1,AM,34.986903
64,2,AM,34.986903
64,3,AM,34.986903
64,4,AM,34.986903
64,5,AM,34.986903
64,6,B,18.3497
64,7,B,18.3497
64,8,B,18.3497
64,9,B,13.674
64,10,B,13.674
64,11,B,13.674
64,12,B,13.674
64,13,B,13.674
64,14,B,13.674
64,15,B,13.674
64,16,B,13.674
64,17,B,13.674
64,18,B,13.674
64,19,B,13.674
64,20,B,13.674
64,21,B,13.674
64,22,B,13.674
64,23,B,13.674
64,24,B,13.674
64,25,B,13.674
64,26,B,13.674
64,27,B,13.674
64,28,B,13.674
64,29,B,13.674
64,30,B,13.674
64,31,B,13.674
64,32,B,13.674
64,33,B,13.674
64,34,B,13.674
64,35,B,13.674
64,36,B,13.674
64,37,B,13.674
64,38,B,13.674
64,39,B,13.674
64,40,B,13.674
64,41,B,13.674
64,42,B,13.674
64,43,B,13.674
64,44,B,13.674
64,45,B,13.674
64,46,B,13.674
64,47,B,13.674
64,48,B,13.674
64,49,B,13.674
64,50,B,13.674
64,51,B,13.674
64,52,B,13.674
64,53,B,13.674
64,54,B,13.674
64,55,B,13.674
64,56,B,13.674
64,57,B,13.674
64,58,B,13.674
64,59,B,13.674
64,60,B,13.674
64,61,B,13.674
64,62,B,13.674
64,63,B,13.674
64,64,B,13.674
64,65,B,13.674
64,66,B,13.674
64,67,B,13.674
64,68,B,13.674
64,69,B,13.674
64,70,B,13.674
64,71,B,13.674
64,72,B,13.674
64,73,B,13.674
64,74,B,13.674
64,75,B,13.674
64,76,B,13.674
64,77,B,13.674
64,78,B,13.674
64,79,B,13.674
64,80,B,13.674
64,81,B,13.674
64,82,B,13.674
64,83,B,13.674
64,84,B,13.674
64,85,B,13.674
64,86,B,13.674
64,87,B,13.674
64,88,B,13.674
64,89,B,13.674
64,90,B,13.674
64,91,B,13.674
64,92,B,13.674
64,93,B,13.674
64,94,B,13.674
64,95,B,13.674
64,96,B,13.674
64,97,B,13.674
64,98,B,13.674
64,99,B,13.674
64,100,None,-100.0
65,0,AM,34.429694
65,1,AM,34.000014
65,2,AM,34.000014
65,3,AM,34.000014
65,4,AM,34.000014
65,5,AM,34.000014
65,6,AM,34.000014
65,7,B,17.6345
65,8,AM,17.918916
65,9,B,13.231
65,10,B,13.231
65,11,B,13.231
65,12,B,13.231
65,13,B,13.231
65,14,B,13.231
65,15,B,13.231
65,16,B,13.231
65,17,B,13.231
65,18,B,13.231
65,19,B,13.231
65,20,B,13.231
65,21,B,13.231
65,22,B,13.231
65,23,B,13.231
65,24,B,13.231
65,25,B,13.231
65,26,B,13.231
65,27,B,13.231
65,28,B,13.231
65,29,B,13.231
65,30,B,13.231
65,31,B,13.231
65,32,B,13.231
65,33,B,13.231
65,34,B,13.231
65,35,B,13.231
65,36,B,13.231
65,37,B,13.231
65,38,B,13.231
65,39,B,13.231
65,40,B,13.231
65,41,B,13.231
65,42,B,13.231
65,43,B,13.231
