Time Step,State,Action,Q-Value
45,61,B,1.0
45,62,AM,0.0
45,62,B,1.0
45,63,AM,0.0
45,63,B,1.0
45,64,AM,0.0
45,64,B,3.11678
45,65,AM,0.1842756
45,65,B,1.0
45,66,AM,0.0
45,66,B,1.0
45,67,AM,0.0
45,67,B,1.0
45,68,AM,0.0
45,68,B,1.0
45,69,AM,0.0
45,69,B,3.11678
45,70,AM,0.0
45,70,B,3.11678
45,71,AM,0.0
45,71,B,3.11678
45,72,AM,0.0
45,72,B,1.0
45,73,AM,0.0
45,73,B,3.11678
45,74,AM,0.1842756
45,74,B,3.11678
45,75,AM,0.0
45,75,B,1.0
45,76,AM,0.0
45,76,B,3.11678
45,77,AM,0.0
45,77,B,1.0
45,78,AM,0.0
45,78,B,3.11678
45,79,AM,0.0
45,79,B,3.11678
45,80,AM,0.0
45,80,B,3.11678
45,81,AM,0.1842756
45,81,B,5.021882
45,82,AM,0.685393476
45,82,B,3.11678
45,83,AM,0.1842756
45,83,B,5.021882
45,84,AM,0.1842756
45,84,B,5.021882
45,85,AM,0.5361302400000001
45,85,B,3.11678
45,86,AM,0.0
45,86,B,3.11678
45,87,AM,0.35012364
45,87,B,3.11678
45,88,AM,0.0
45,88,B,3.11678
45,89,AM,0.0
45,89,B,3.11678
45,90,AM,0.0
45,90,B,1.0
45,91,AM,0.0
45,91,B,1.0
45,92,AM,0.0
45,92,B,3.11678
45,93,AM,0.0
45,93,B,1.0
45,94,AM,0.0
45,94,B,1.0
45,95,AM,0.0
45,95,B,3.11678
45,96,AM,3.8842490399999976
45,96,B,6.7364738
45,97,AM,2.0241830399999987
45,97,B,8.27960642
45,98,AM,-1.0
45,98,B,8.27960642
45,99,AM,-1.0
45,99,B,3.11678
45,100,AM,4.7058686939192365
45,100,B,22.167799999999986
46,0,AM,0.0
46,0,B,0.0
46,1,AM,1.0
46,1,B,0.0
46,2,AM,1.0
46,2,B,0.0
46,3,AM,1.0
46,3,B,0.0
46,4,AM,1.0
46,4,B,0.0
46,5,AM,1.0
46,5,B,6.091837
46,6,AM,1.0
46,6,B,0.0
46,7,AM,1.0
46,7,B,6.091837
46,8,AM,1.0896731
46,8,B,0.0
46,9,AM,0.0
46,9,B,1.0
46,10,AM,0.0
46,10,B,1.0
46,11,AM,0.0
46,11,B,1.0
46,12,AM,0.0
46,12,B,4.926806000000001
46,13,AM,0.0
46,13,B,1.0
46,14,AM,0.0
46,14,B,1.0
46,15,AM,0.0
46,15,B,1.0
46,16,AM,0.0
46,16,B,1.0
46,17,AM,0.0
46,17,B,1.0
46,18,AM,0.0
46,18,B,3.0667400000000002
46,19,AM,0.0
46,19,B,1.0
46,20,AM,0.0
46,20,B,3.0667400000000002
46,21,AM,0.0
46,21,B,1.0
46,22,AM,0.0
46,22,B,1.0
46,23,AM,0.0
46,23,B,1.0
46,24,AM,0.0
46,24,B,1.0
46,25,AM,0.0
46,25,B,3.0667400000000002
46,26,AM,0.0
46,26,B,1.0
46,27,AM,0.0
46,27,B,1.0
46,28,AM,0.18425850000000002
46,28,B,1.0
46,29,AM,0.0
46,29,B,1.0
46,30,AM,0.0
46,30,B,1.0
46,31,AM,0.0
46,31,B,1.0
46,32,AM,0.0
46,32,B,1.0
46,33,AM,0.0
46,33,B,1.0
46,34,AM,0.0
46,34,B,1.0
46,35,AM,0.0
46,35,B,1.0
46,36,AM,0.0
46,36,B,1.0
46,37,AM,0.0
46,37,B,1.0
46,38,AM,0.0
46,38,B,1.0
46,39,AM,0.0
46,39,B,1.0
46,40,AM,0.0
46,40,B,1.0
46,41,AM,0.0
46,41,B,1.0
46,42,AM,0.0
46,42,B,3.0667400000000002
46,43,AM,0.0
46,43,B,1.0
46,44,AM,0.0
46,44,B,1.0
46,45,AM,0.0
46,45,B,1.0
46,46,AM,0.0
46,46,B,1.0
46,47,AM,0.0
46,47,B,3.0667400000000002
46,48,AM,0.0
46,48,B,1.0
46,49,AM,0.0
46,49,B,1.0
46,50,AM,0.0
46,50,B,1.0
46,51,AM,0.0
46,51,B,1.0
46,52,AM,0.0
46,52,B,1.0
46,53,AM,0.0
46,53,B,1.0
46,54,AM,0.0
46,54,B,1.0
46,55,AM,0.0
46,55,B,1.0
46,56,AM,0.0
46,56,B,1.0
46,57,AM,0.0
46,57,B,1.0
46,58,AM,0.0
46,58,B,1.0
46,59,AM,0.0
46,59,B,3.0667400000000002
46,60,AM,0.0
46,60,B,3.0667400000000002
46,61,AM,0.0
46,61,B,3.0667400000000002
46,62,AM,0.0
46,62,B,1.0
46,63,AM,0.0
46,63,B,1.0
46,64,AM,0.0
46,64,B,1.0
46,65,AM,0.0
46,65,B,1.0
46,66,AM,0.0
46,66,B,1.0
46,67,AM,0.0
46,67,B,3.0667400000000002
46,68,AM,0.0
46,68,B,1.0
46,69,AM,0.0
46,69,B,1.0
46,70,AM,0.18425850000000002
46,70,B,1.0
46,71,AM,0.0
46,71,B,1.0
46,72,AM,0.0
46,72,B,1.0
46,73,AM,0.0
46,73,B,3.0667400000000002
46,74,AM,0.18425850000000002
46,74,B,1.0
46,75,AM,0.0
46,75,B,3.0667400000000002
46,76,AM,0.18425850000000002
46,76,B,1.0
46,77,AM,0.0
46,77,B,3.0667400000000002
46,78,AM,0.0
46,78,B,1.0
46,79,AM,0.0
46,79,B,3.0667400000000002
46,80,AM,0.18425850000000002
46,80,B,3.0667400000000002
46,81,AM,0.0
46,81,B,3.0667400000000002
46,82,AM,0.18425850000000002
46,82,B,1.0
46,83,AM,0.0
46,83,B,1.0
46,84,AM,0.0
46,84,B,1.0
46,85,AM,0.0
46,85,B,1.0
46,86,AM,0.0
46,86,B,1.0
46,87,AM,0.18425850000000002
46,87,B,1.0
46,88,AM,0.0
46,88,B,1.0
46,89,AM,0.0
46,89,B,3.0667400000000002
46,90,AM,0.0
46,90,B,1.0
46,91,AM,0.0
46,91,B,1.0
46,92,AM,0.18425850000000002
46,92,B,1.0
46,93,AM,0.18425850000000002
46,93,B,1.0
46,94,AM,0.0
46,94,B,1.0
46,95,AM,0.0
46,95,B,3.0667400000000002
46,96,AM,0.0
46,96,B,4.926806000000001
46,97,AM,0.0
46,97,B,3.0667400000000002
46,98,AM,0.0
46,98,B,1.0
46,99,AM,-1.9876385973733859
46,99,B,21.667399999999986
46,100,AM,-4.865917151121529
46,100,B,21.667399999999986
47,0,AM,0.0
47,0,B,0.0
47,1,AM,1.0
47,1,B,0.0
47,2,AM,1.0
47,2,B,0.0
47,3,AM,1.0
47,3,B,0.0
47,4,AM,1.0
47,4,B,0.0
47,5,AM,1.0
47,5,B,0.0
47,6,AM,1.0
47,6,B,0.0
47,7,AM,1.0
47,7,B,3.11993
47,8,AM,1.0
47,8,B,0.0
47,9,AM,0.0
47,9,B,1.0
47,10,AM,0.0
47,10,B,1.0
47,11,AM,0.0
47,11,B,1.0
47,12,AM,0.0
47,12,B,1.0
47,13,AM,0.0
47,13,B,1.0
47,14,AM,0.0
47,14,B,1.0
47,15,AM,0.0
47,15,B,1.0
47,16,AM,0.0
47,16,B,1.0
47,17,AM,0.0
47,17,B,1.0
47,18,AM,0.0
47,18,B,1.0
47,19,AM,0.0
47,19,B,1.0
47,20,AM,0.0
47,20,B,1.0
47,21,AM,0.0
47,21,B,3.01668
47,22,AM,0.0
47,22,B,1.0
47,23,AM,0.0
47,23,B,1.0
47,24,AM,0.0
47,24,B,1.0
47,25,AM,0.0
47,25,B,1.0
47,26,AM,0.0
47,26,B,1.0
47,27,AM,0.0
47,27,B,1.0
47,28,AM,0.0
47,28,B,1.0
47,29,AM,0.0
47,29,B,1.0
47,30,AM,0.0
47,30,B,1.0
47,31,AM,0.0
47,31,B,1.0
47,32,AM,0.0
47,32,B,1.0
47,33,AM,0.0
47,33,B,1.0
47,34,AM,0.0
47,34,B,1.0
47,35,AM,0.0
47,35,B,1.0
47,36,AM,0.0
47,36,B,1.0
47,37,AM,0.0
47,37,B,1.0
47,38,AM,0.0
47,38,B,1.0
47,39,AM,0.0
47,39,B,1.0
47,40,AM,0.0
47,40,B,1.0
47,41,AM,0.0
47,41,B,1.0
47,42,AM,0.0
47,42,B,1.0
47,43,AM,0.0
47,43,B,1.0
47,44,AM,0.0
47,44,B,1.0
47,45,AM,0.0
47,45,B,1.0
47,46,AM,0.0
47,46,B,1.0
47,47,AM,0.0
47,47,B,1.0
47,48,AM,0.0
47,48,B,1.0
47,49,AM,0.0
47,49,B,1.0
47,50,AM,0.0
47,50,B,1.0
47,51,AM,0.0
47,51,B,1.0
47,52,AM,0.0
47,52,B,1.0
47,53,AM,0.0
47,53,B,1.0
47,54,AM,0.0
47,54,B,1.0
47,55,AM,0.0
47,55,B,1.0
47,56,AM,0.0
47,56,B,1.0
47,57,AM,0.0
47,57,B,1.0
47,58,AM,0.0
47,58,B,1.0
47,59,AM,0.0
47,59,B,1.0
47,60,AM,0.0
47,60,B,1.0
47,61,AM,0.0
47,61,B,1.0
47,62,AM,0.0
47,62,B,3.01668
47,63,AM,0.0
47,63,B,1.0
47,64,AM,0.0
47,64,B,1.0
47,65,AM,0.0
47,65,B,1.0
47,66,AM,0.0
47,66,B,3.01668
47,67,AM,0.0
47,67,B,1.0
47,68,AM,0.0
47,68,B,1.0
47,69,AM,0.0
47,69,B,1.0
47,70,AM,0.0
47,70,B,3.01668
47,71,AM,0.0
47,71,B,1.0
47,72,AM,0.0
47,72,B,1.0
47,73,AM,0.0
47,73,B,1.0
47,74,AM,0.0
47,74,B,1.0
47,75,AM,0.0
47,75,B,3.01668
47,76,AM,0.0
47,76,B,1.0
47,77,AM,0.0
47,77,B,1.0
47,78,AM,0.0
47,78,B,1.0
47,79,AM,0.0
47,79,B,1.0
47,80,AM,0.0
47,80,B,3.01668
47,81,AM,0.0
47,81,B,1.0
47,82,AM,0.0
47,82,B,1.0
47,83,AM,0.0
47,83,B,1.0
47,84,AM,0.0
47,84,B,1.0
47,85,AM,0.0
47,85,B,1.0
47,86,AM,0.0
47,86,B,1.0
47,87,AM,0.0
47,87,B,3.01668
47,88,AM,0.0
47,88,B,1.0
47,89,AM,0.0
47,89,B,1.0
47,90,AM,0.0
47,90,B,3.01668
47,91,AM,0.0
47,91,B,1.0
47,92,AM,0.0
47,92,B,1.0
47,93,AM,0.0
47,93,B,1.0
47,94,AM,0.0
47,94,B,1.0
47,95,AM,0.0
47,95,B,1.0
47,96,AM,0.0
47,96,B,3.01668
47,97,AM,0.0
47,97,B,1.0
47,98,AM,5.966616206068641
47,98,B,21.16679999999998
47,99,AM,0.4381558463198927
47,99,B,21.16679999999998
47,100,AM,-9.977008925686814
47,100,B,21.16679999999998
48,0,AM,0.0
48,0,B,0.0
48,1,AM,1.0
48,1,B,0.0
48,2,AM,1.0
48,2,B,0.0
48,3,AM,1.0
48,3,B,0.0
48,4,AM,1.0
48,4,B,0.0
48,5,AM,1.0
48,5,B,0.0
48,6,AM,1.0
48,6,B,0.0
48,7,AM,1.0
48,7,B,0.0
48,8,AM,1.0
48,8,B,0.0
48,9,AM,0.0
48,9,B,1.0
48,10,AM,0.0
48,10,B,1.0
48,11,AM,0.0
48,11,B,1.0
48,12,AM,0.0
48,12,B,1.0
48,13,AM,0.0
48,13,B,1.0
48,14,AM,0.0
48,14,B,1.0
48,15,AM,0.0
48,15,B,1.0
48,16,AM,0.0
48,16,B,1.0
48,17,AM,0.0
48,17,B,1.0
48,18,AM,0.0
48,18,B,1.0
48,19,AM,0.0
48,19,B,1.0
48,20,AM,0.0
48,20,B,1.0
48,21,AM,0.0
48,21,B,1.0
48,22,AM,0.0
48,22,B,1.0
48,23,AM,0.0
48,23,B,1.0
48,24,AM,0.0
48,24,B,1.0
48,25,AM,0.0
48,25,B,1.0
48,26,AM,0.0
48,26,B,1.0
48,27,AM,0.0
48,27,B,1.0
48,28,AM,0.0
48,28,B,1.0
48,29,AM,0.0
48,29,B,1.0
48,30,AM,0.0
48,30,B,1.0
48,31,AM,0.0
48,31,B,1.0
48,32,AM,0.0
48,32,B,1.0
48,33,AM,0.0
48,33,B,1.0
48,34,AM,0.0
48,34,B,1.0
48,35,AM,0.0
48,35,B,1.0
48,36,AM,0.0
48,36,B,1.0
48,37,AM,0.0
48,37,B,1.0
48,38,AM,0.0
48,38,B,1.0
48,39,AM,0.0
48,39,B,1.0
48,40,AM,0.0
48,40,B,1.0
48,41,AM,0.0
48,41,B,1.0
48,42,AM,0.0
48,42,B,1.0
48,43,AM,0.0
48,43,B,1.0
48,44,AM,0.0
48,44,B,1.0
48,45,AM,0.0
48,45,B,1.0
48,46,AM,0.0
48,46,B,1.0
48,47,AM,0.0
48,47,B,1.0
48,48,AM,0.0
48,48,B,1.0
48,49,AM,0.0
48,49,B,1.0
48,50,AM,0.0
48,50,B,1.0
48,51,AM,0.0
48,51,B,1.0
48,52,AM,0.0
48,52,B,1.0
48,53,AM,0.0
48,53,B,1.0
48,54,AM,0.0
48,54,B,1.0
48,55,AM,0.0
48,55,B,1.0
48,56,AM,0.0
48,56,B,1.0
48,57,AM,0.0
48,57,B,1.0
48,58,AM,0.0
48,58,B,1.0
48,59,AM,0.0
48,59,B,1.0
48,60,AM,0.0
48,60,B,1.0
48,61,AM,0.0
48,61,B,1.0
48,62,AM,0.0
48,62,B,1.0
48,63,AM,0.0
48,63,B,1.0
48,64,AM,0.0
48,64,B,1.0
48,65,AM,0.0
48,65,B,1.0
48,66,AM,0.0
48,66,B,1.0
48,67,AM,0.0
48,67,B,1.0
48,68,AM,0.0
48,68,B,1.0
48,69,AM,0.0
48,69,B,1.0
48,70,AM,0.0
48,70,B,1.0
48,71,AM,0.0
48,71,B,1.0
48,72,AM,0.0
48,72,B,1.0
48,73,AM,0.0
48,73,B,1.0
48,74,AM,0.0
48,74,B,1.0
48,75,AM,0.0
48,75,B,1.0
48,76,AM,0.0
48,76,B,1.0
48,77,AM,0.0
48,77,B,1.0
48,78,AM,0.0
48,78,B,1.0
48,79,AM,0.0
48,79,B,1.0
48,80,AM,0.0
48,80,B,1.0
48,81,AM,0.0
48,81,B,1.0
48,82,AM,0.0
48,82,B,1.0
48,83,AM,0.0
48,83,B,1.0
48,84,AM,0.0
48,84,B,1.0
48,85,AM,0.0
48,85,B,1.0
48,86,AM,0.0
48,86,B,1.0
48,87,AM,0.0
48,87,B,1.0
48,88,AM,0.0
48,88,B,1.0
48,89,AM,0.0
48,89,B,1.0
48,90,AM,0.0
48,90,B,1.0
48,91,AM,0.0
48,91,B,1.0
48,92,AM,0.0
48,92,B,1.0
48,93,AM,0.0
48,93,B,1.0
48,94,AM,0.0
48,94,B,1.0
48,95,AM,0.0
48,95,B,1.0
48,96,AM,4.695851100029997
48,96,B,15.1115254644256
48,97,AM,6.794210508103242
48,97,B,20.655719091152054
48,98,AM,4.05562605634926
48,98,B,20.665229886348108
48,99,AM,-3.2643262672641575
48,99,B,20.665699999999987
48,100,AM,-8.818167044437502
48,100,B,20.665699999999987
49,0,AM,0.0
49,0,B,0.0
49,1,AM,1.0
49,1,B,0.0
49,2,AM,1.0
49,2,B,0.0
49,3,AM,1.0
49,3,B,0.0
49,4,AM,1.0
49,4,B,0.0
49,5,AM,1.0
49,5,B,0.0
49,6,AM,1.0
49,6,B,0.0
49,7,AM,1.0
49,7,B,0.0
49,8,AM,1.0
49,8,B,0.0
49,9,AM,0.0
49,9,B,1.0
49,10,AM,0.0
49,10,B,1.0
49,11,AM,0.0
49,11,B,1.0
49,12,AM,0.0
49,12,B,1.0
49,13,AM,0.0
49,13,B,1.0
49,14,AM,0.0
49,14,B,1.0
49,15,AM,0.0
49,15,B,1.0
49,16,AM,0.0
49,16,B,1.0
49,17,AM,0.0
49,17,B,1.0
49,18,AM,0.0
49,18,B,1.0
49,19,AM,0.0
49,19,B,1.0
49,20,AM,0.0
49,20,B,1.0
49,21,AM,0.0
49,21,B,1.0
49,22,AM,0.0
49,22,B,1.0
49,23,AM,0.0
49,23,B,1.0
49,24,AM,0.0
49,24,B,1.0
49,25,AM,0.0
49,25,B,1.0
49,26,AM,0.0
49,26,B,1.0
49,27,AM,0.0
49,27,B,1.0
49,28,AM,0.0
49,28,B,1.0
49,29,AM,0.0
49,29,B,1.0
49,30,AM,0.0
49,30,B,1.0
49,31,AM,0.0
49,31,B,1.0
49,32,AM,0.0
49,32,B,1.0
49,33,AM,0.0
49,33,B,1.0
49,34,AM,0.0
49,34,B,1.0
49,35,AM,0.0
49,35,B,1.0
49,36,AM,0.0
49,36,B,1.0
49,37,AM,0.0
49,37,B,1.0
49,38,AM,0.0
49,38,B,1.0
49,39,AM,0.0
49,39,B,1.0
49,40,AM,0.0
49,40,B,1.0
49,41,AM,0.0
49,41,B,1.0
49,42,AM,0.0
49,42,B,1.0
49,43,AM,0.0
49,43,B,1.0
49,44,AM,0.0
49,44,B,1.0
49,45,AM,0.0
49,45,B,1.0
49,46,AM,0.0
49,46,B,1.0
49,47,AM,0.0
49,47,B,1.0
49,48,AM,0.0
49,48,B,1.0
49,49,AM,0.0
49,49,B,1.0
49,50,AM,0.0
49,50,B,1.0
49,51,AM,0.0
49,51,B,1.0
49,52,AM,0.0
49,52,B,1.0
49,53,AM,0.0
49,53,B,1.0
49,54,AM,0.0
49,54,B,1.0
49,55,AM,0.0
49,55,B,1.0
49,56,AM,0.0
49,56,B,1.0
49,57,AM,0.0
49,57,B,1.0
49,58,AM,0.0
49,58,B,1.0
49,59,AM,0.0
49,59,B,1.0
49,60,AM,0.0
49,60,B,1.0
49,61,AM,0.0
49,61,B,1.0
49,62,AM,0.0
49,62,B,1.0
49,63,AM,0.0
49,63,B,1.0
49,64,AM,0.0
49,64,B,1.0
49,65,AM,0.0
49,65,B,1.0
49,66,AM,0.0
49,66,B,1.0
49,67,AM,0.0
49,67,B,1.0
49,68,AM,0.0
49,68,B,1.0
49,69,AM,0.0
49,69,B,1.0
49,70,AM,0.0
49,70,B,1.0
49,71,AM,0.0
49,71,B,1.0
49,72,AM,0.0
49,72,B,1.0
49,73,AM,0.0
49,73,B,1.0
49,74,AM,0.0
49,74,B,1.0
49,75,AM,0.0
49,75,B,1.0
49,76,AM,0.0
49,76,B,1.0
49,77,AM,0.0
49,77,B,1.0
49,78,AM,0.0
49,78,B,1.0
49,79,AM,0.0
49,79,B,1.0
49,80,AM,0.0
49,80,B,1.0
49,81,AM,0.0
49,81,B,1.0
49,82,AM,0.0
49,82,B,1.0
49,83,AM,0.0
49,83,B,1.0
49,84,AM,0.0
49,84,B,1.0
49,85,AM,0.0
49,85,B,1.0
49,86,AM,0.0
49,86,B,1.0
49,87,AM,0.0
49,87,B,1.0
49,88,AM,0.0
49,88,B,1.0
49,89,AM,0.0
49,89,B,1.0
49,90,AM,0.0
49,90,B,1.0
49,91,AM,0.0
49,91,B,1.0
49,92,AM,0.0
49,92,B,1.0
49,93,AM,0.0
49,93,B,1.0
49,94,AM,0.18420720000000002
49,94,B,2.91649
49,95,AM,5.051595011999997
49,95,B,7.59080911
49,96,AM,6.4931763105202895
49,96,B,2.91649
49,97,AM,5.997732125747329
49,97,B,14.752166176295283
49,98,AM,-0.6170076592728728
49,98,B,20.164566014556218
49,99,AM,-6.252280212508827
49,99,B,20.16489999999998
49,100,AM,-6.88351671442451
49,100,B,20.16489999999998
50,0,AM,0.0
50,0,B,0.0
50,1,AM,1.0
50,1,B,0.0
50,2,AM,1.0
50,2,B,0.0
50,3,AM,1.0
50,3,B,0.0
50,4,AM,1.0
50,4,B,0.0
50,5,AM,1.0
50,5,B,0.0
50,6,AM,1.0
50,6,B,0.0
50,7,AM,1.0
50,7,B,0.0
50,8,AM,1.0
50,8,B,0.0
50,9,AM,0.0
50,9,B,1.0
50,10,AM,0.0
50,10,B,1.0
50,11,AM,0.0
50,11,B,1.0
50,12,AM,0.0
50,12,B,1.0
50,13,AM,0.0
50,13,B,1.0
50,14,AM,0.0
50,14,B,1.0
50,15,AM,0.0
50,15,B,1.0
50,16,AM,0.0
50,16,B,1.0
50,17,AM,0.0
50,17,B,1.0
50,18,AM,0.0
50,18,B,1.0
50,19,AM,0.0
50,19,B,1.0
50,20,AM,0.0
50,20,B,1.0
50,21,AM,0.0
50,21,B,1.0
50,22,AM,0.0
50,22,B,1.0
50,23,AM,0.0
50,23,B,1.0
50,24,AM,0.0
50,24,B,1.0
50,25,AM,0.0
50,25,B,1.0
50,26,AM,0.0
50,26,B,1.0
50,27,AM,0.0
50,27,B,1.0
50,28,AM,0.0
50,28,B,1.0
50,29,AM,0.0
50,29,B,1.0
50,30,AM,0.0
50,30,B,1.0
50,31,AM,0.0
50,31,B,1.0
50,32,AM,0.0
50,32,B,1.0
50,33,AM,0.0
50,33,B,1.0
50,34,AM,0.0
50,34,B,1.0
50,35,AM,0.0
50,35,B,1.0
50,36,AM,0.0
50,36,B,1.0
50,37,AM,0.0
50,37,B,1.0
50,38,AM,0.0
50,38,B,1.0
50,39,AM,0.0
50,39,B,1.0
50,40,AM,0.0
50,40,B,1.0
50,41,AM,0.0
50,41,B,1.0
50,42,AM,0.0
50,42,B,1.0
50,43,AM,0.0
50,43,B,1.0
50,44,AM,0.0
50,44,B,1.0
50,45,AM,0.0
50,45,B,1.0
50,46,AM,0.0
50,46,B,1.0
50,47,AM,0.0
50,47,B,1.0
50,48,AM,0.0
50,48,B,1.0
50,49,AM,0.0
50,49,B,1.0
50,50,AM,0.0
50,50,B,1.0
50,51,AM,0.0
50,51,B,1.0
50,52,AM,0.0
50,52,B,1.0
50,53,AM,0.0
50,53,B,1.0
50,54,AM,0.0
50,54,B,1.0
50,55,AM,0.0
50,55,B,1.0
50,56,AM,0.0
50,56,B,1.0
50,57,AM,0.0
50,57,B,1.0
50,58,AM,0.0
50,58,B,1.0
50,59,AM,0.0
50,59,B,1.0
50,60,AM,0.0
50,60,B,1.0
50,61,AM,0.0
50,61,B,1.0
50,62,AM,0.0
50,62,B,1.0
50,63,AM,0.0
50,63,B,1.0
50,64,AM,0.0
50,64,B,1.0
50,65,AM,0.0
50,65,B,1.0
50,66,AM,0.0
50,66,B,1.0
50,67,AM,0.0
50,67,B,1.0
50,68,AM,0.0
50,68,B,1.0
50,69,AM,0.0
50,69,B,1.0
50,70,AM,0.0
50,70,B,1.0
50,71,AM,0.0
50,71,B,1.0
50,72,AM,0.0
50,72,B,1.0
50,73,AM,0.0
50,73,B,1.0
50,74,AM,0.0
50,74,B,1.0
50,75,AM,0.0
50,75,B,1.0
50,76,AM,0.0
50,76,B,1.0
50,77,AM,0.0
50,77,B,1.0
50,78,AM,0.0
50,78,B,1.0
50,79,AM,0.0
50,79,B,1.0
50,80,AM,0.0
50,80,B,1.0
50,81,AM,0.0
50,81,B,1.0
50,82,AM,0.0
50,82,B,1.0
50,83,AM,0.0
50,83,B,1.0
50,84,AM,0.0
50,84,B,1.0
50,85,AM,0.0
50,85,B,1.0
50,86,AM,0.0
50,86,B,1.0
50,87,AM,0.0
50,87,B,1.0
50,88,AM,0.0
50,88,B,1.0
50,89,AM,0.0
50,89,B,1.0
50,90,AM,0.0
50,90,B,1.0
50,91,AM,0.6272393279999999
50,91,B,1.0
50,92,AM,0.0
50,92,B,1.0
50,93,AM,0.0
50,93,B,1.0
50,94,AM,0.18419010000000002
50,94,B,2.8665000000000003
50,95,AM,1.9848291899999988
50,95,B,4.54635
50,96,AM,0.0
50,96,B,4.54635
50,97,AM,-0.6850349290000001
50,97,B,9.745653735
50,98,AM,-0.8563676801214251
50,98,B,19.66498883112892
50,99,AM,-5.087882409492806
50,99,B,19.664999999999985
50,100,AM,-9.924272167321135
50,100,B,19.664999999999985
51,0,AM,0.0
51,0,B,0.0
51,1,AM,1.0
51,1,B,0.0
51,2,AM,1.0
51,2,B,0.0
51,3,AM,1.0
51,3,B,0.0
51,4,AM,1.0
51,4,B,0.0
51,5,AM,1.0
51,5,B,0.0
51,6,AM,1.0
51,6,B,0.0
51,7,AM,1.0
51,7,B,0.0
51,8,AM,1.0
51,8,B,0.0
51,9,AM,0.0
51,9,B,1.0
51,10,AM,0.0
51,10,B,1.0
51,11,AM,0.0
51,11,B,1.0
51,12,AM,0.0
51,12,B,1.0
51,13,AM,0.0
51,13,B,1.0
51,14,AM,0.0
51,14,B,1.0
51,15,AM,0.0
51,15,B,1.0
51,16,AM,0.0
51,16,B,1.0
51,17,AM,0.0
51,17,B,1.0
51,18,AM,0.0
51,18,B,1.0
51,19,AM,0.0
51,19,B,1.0
51,20,AM,0.0
51,20,B,1.0
51,21,AM,0.0
51,21,B,1.0
51,22,AM,0.0
51,22,B,1.0
51,23,AM,0.0
51,23,B,1.0
51,24,AM,0.0
51,24,B,1.0
51,25,AM,0.0
51,25,B,1.0
51,26,AM,0.0
51,26,B,1.0
51,27,AM,0.0
51,27,B,1.0
51,28,AM,0.0
51,28,B,1.0
51,29,AM,0.0
51,29,B,1.0
51,30,AM,0.0
51,30,B,1.0
51,31,AM,0.0
51,31,B,1.0
51,32,AM,0.0
51,32,B,1.0
51,33,AM,0.0
51,33,B,1.0
51,34,AM,0.0
51,34,B,1.0
51,35,AM,0.0
51,35,B,1.0
51,36,AM,0.0
51,36,B,1.0
51,37,AM,0.0
51,37,B,1.0
51,38,AM,0.0
51,38,B,1.0
51,39,AM,0.0
51,39,B,1.0
51,40,AM,0.0
51,40,B,1.0
51,41,AM,0.0
51,41,B,1.0
51,42,AM,0.0
51,42,B,1.0
51,43,AM,0.0
51,43,B,1.0
51,44,AM,0.0
51,44,B,1.0
51,45,AM,0.0
51,45,B,1.0
51,46,AM,0.0
51,46,B,1.0
51,47,AM,0.0
51,47,B,1.0
51,48,AM,0.0
51,48,B,1.0
51,49,AM,0.0
51,49,B,1.0
51,50,AM,0.0
51,50,B,1.0
51,51,AM,0.0
51,51,B,1.0
51,52,AM,0.0
51,52,B,1.0
51,53,AM,0.0
51,53,B,1.0
51,54,AM,0.0
51,54,B,1.0
51,55,AM,0.0
51,55,B,1.0
51,56,AM,0.0
51,56,B,1.0
51,57,AM,0.0
51,57,B,1.0
51,58,AM,0.0
51,58,B,1.0
51,59,AM,0.0
51,59,B,1.0
51,60,AM,0.0
51,60,B,1.0
51,61,AM,0.0
51,61,B,1.0
51,62,AM,0.0
51,62,B,1.0
51,63,AM,0.0
51,63,B,1.0
51,64,AM,0.0
51,64,B,1.0
51,65,AM,0.0
51,65,B,1.0
51,66,AM,0.0
51,66,B,1.0
51,67,AM,0.0
51,67,B,1.0
51,68,AM,0.0
51,68,B,1.0
51,69,AM,0.0
51,69,B,1.0
51,70,AM,0.0
51,70,B,1.0
51,71,AM,0.0
51,71,B,1.0
51,72,AM,0.0
51,72,B,1.0
51,73,AM,0.0
51,73,B,1.0
51,74,AM,0.0
51,74,B,1.0
51,75,AM,0.0
51,75,B,1.0
51,76,AM,0.0
51,76,B,1.0
51,77,AM,0.0
51,77,B,1.0
51,78,AM,0.0
51,78,B,1.0
51,79,AM,0.0
51,79,B,1.0
51,80,AM,0.0
51,80,B,1.0
51,81,AM,0.0
51,81,B,1.0
51,82,AM,0.0
51,82,B,1.0
51,83,AM,0.0
51,83,B,1.0
51,84,AM,0.0
51,84,B,1.0
51,85,AM,0.0
51,85,B,1.0
51,86,AM,0.0
51,86,B,1.0
51,87,AM,0.0
51,87,B,1.0
51,88,AM,0.0
51,88,B,1.0
51,89,AM,0.0
51,89,B,1.0
51,90,AM,0.0
51,90,B,1.0
51,91,AM,0.0
51,91,B,1.0
51,92,AM,0.0
51,92,B,2.8165199999999997
51,93,AM,0.0
51,93,B,2.8165199999999997
51,94,AM,0.0
51,94,B,1.0
51,95,AM,0.0
51,95,B,2.8165199999999997
51,96,AM,1.7741129999999985
51,96,B,5.922769199999999
51,97,AM,0.26157359599999874
51,97,B,10.47684115212
51,98,AM,0.22302238438704025
51,98,B,19.165190217181934
