Age,From State,To State,Probability
40,0.00000,16.80000,0.00160
40,0.00000,35.40000,0.00290
40,0.00000,30.70000,0.00180
40,0.00000,27.10000,0.00320
40,0.00000,47.00000,0.00150
40,0.00000,40.00000,0.00240
40,0.00000,35.90000,0.00220
40,0.00000,25.40000,0.00380
40,0.00000,44.90000,0.00200
40,0.00000,48.60000,0.00110
40,0.00000,48.30000,0.00220
40,0.00000,15.70000,0.00190
40,0.00000,8.40000,0.00130
40,0.00000,31.40000,0.00310
40,0.00000,36.90000,0.00320
40,0.00000,32.50000,0.00280
40,0.00000,33.50000,0.00330
40,0.00000,15.30000,0.00160
40,0.00000,47.90000,0.00200
40,0.00000,32.80000,0.00210
40,0.00000,27.70000,0.00260
40,0.00000,43.90000,0.00270
40,0.00000,26.70000,0.00330
40,0.00000,21.60000,0.00290
40,0.00000,28.70000,0.00170
40,0.00000,9.00000,0.00170
40,0.00000,47.50000,0.00150
40,0.00000,51.00000,0.00150
40,0.00000,19.20000,0.00240
40,0.00000,22.50000,0.00260
40,0.00000,4.90000,0.00130
40,0.00000,34.30000,0.00220
40,0.00000,37.10000,0.00210
40,0.00000,3.40000,0.00040
40,0.00000,39.90000,0.00310
40,0.00000,16.70000,0.00240
40,0.00000,36.20000,0.00290
40,0.00000,36.50000,0.00330
40,0.00000,24.80000,0.00290
40,0.00000,34.40000,0.00270
40,0.00000,33.20000,0.00240
40,0.00000,39.00000,0.00260
40,0.00000,30.60000,0.00320
40,0.00000,11.70000,0.00190
40,0.00000,41.10000,0.00210
40,0.00000,34.60000,0.00310
40,0.00000,58.30000,0.00040
40,0.00000,29.90000,0.00230
40,0.00000,56.80000,0.00070
40,0.00000,35.20000,0.00390
40,0.00000,29.60000,0.00300
40,0.00000,42.10000,0.00170
40,0.00000,10.10000,0.00180
40,0.00000,47.20000,0.00180
40,0.00000,12.20000,0.00160
40,0.00000,52.80000,0.00140
40,0.00000,43.70000,0.00140
40,0.00000,24.40000,0.00280
40,0.00000,27.50000,0.00260
40,0.00000,17.70000,0.00180
40,0.00000,21.50000,0.00300
40,0.00000,19.30000,0.00260
40,0.00000,14.30000,0.00160
40,0.00000,55.00000,0.00080
40,0.00000,4.80000,0.00070
40,0.00000,13.80000,0.00150
40,0.00000,25.00000,0.00220
40,0.00000,33.70000,0.00260
40,0.00000,49.20000,0.00190
40,0.00000,22.10000,0.00230
40,0.00000,45.60000,0.00230
40,0.00000,28.50000,0.00210
40,0.00000,44.40000,0.00220
40,0.00000,29.40000,0.00240
40,0.00000,33.80000,0.00270
40,0.00000,53.70000,0.00070
40,0.00000,41.50000,0.00310
40,0.00000,39.30000,0.00260
40,0.00000,28.90000,0.00180
40,0.00000,29.70000,0.00210
40,0.00000,17.50000,0.00230
40,0.00000,36.60000,0.00200
40,0.00000,45.10000,0.00180
40,0.00000,3.80000,0.00050
40,0.00000,25.60000,0.00170
40,0.00000,35.00000,0.00210
40,0.00000,24.70000,0.00240
40,0.00000,35.60000,0.00330
40,0.00000,56.50000,0.00070
40,0.00000,1.40000,0.00010
40,0.00000,44.20000,0.00170
40,0.00000,26.50000,0.00320
40,0.00000,17.60000,0.00340
40,0.00000,47.80000,0.00140
40,0.00000,19.10000,0.00300
40,0.00000,57.70000,0.00040
40,0.00000,17.20000,0.00260
40,0.00000,40.80000,0.00310
40,0.00000,41.70000,0.00150
40,0.00000,11.30000,0.00180
40,0.00000,34.90000,0.00260
40,0.00000,12.90000,0.00210
40,0.00000,48.70000,0.00060
40,0.00000,18.60000,0.00250
40,0.00000,4.40000,0.00140
40,0.00000,16.90000,0.00230
40,0.00000,17.90000,0.00170
40,0.00000,21.10000,0.00310
40,0.00000,42.40000,0.00230
40,0.00000,39.80000,0.00190
40,0.00000,24.00000,0.00360
40,0.00000,57.20000,0.00060
40,0.00000,32.30000,0.00240
40,0.00000,11.40000,0.00180
40,0.00000,21.00000,0.00190
40,0.00000,27.30000,0.00270
40,0.00000,18.70000,0.00260
40,0.00000,41.20000,0.00210
40,0.00000,40.50000,0.00260
40,0.00000,28.40000,0.00260
40,0.00000,42.50000,0.00220
40,0.00000,29.80000,0.00250
40,0.00000,12.40000,0.00140
40,0.00000,30.30000,0.00310
40,0.00000,22.90000,0.00190
40,0.00000,19.40000,0.00300
40,0.00000,50.50000,0.00180
40,0.00000,14.00000,0.00120
40,0.00000,9.50000,0.00130
40,0.00000,24.90000,0.00230
40,0.00000,38.80000,0.00140
40,0.00000,53.80000,0.00110
40,0.00000,16.30000,0.00140
40,0.00000,34.10000,0.00190
40,0.00000,50.90000,0.00140
40,0.00000,44.10000,0.00130
40,0.00000,42.70000,0.00230
40,0.00000,9.40000,0.00100
40,0.00000,38.10000,0.00260
40,0.00000,41.40000,0.00190
40,0.00000,55.70000,0.00090
40,0.00000,55.60000,0.00100
40,0.00000,10.70000,0.00060
40,0.00000,53.30000,0.00060
40,0.00000,34.70000,0.00240
40,0.00000,14.10000,0.00180
40,0.00000,49.60000,0.00110
40,0.00000,47.70000,0.00140
40,0.00000,36.40000,0.00220
40,0.00000,34.80000,0.00240
40,0.00000,54.90000,0.00020
40,0.00000,32.70000,0.00260
40,0.00000,45.70000,0.00080
40,0.00000,25.30000,0.00180
40,0.00000,14.20000,0.00160
40,0.00000,27.80000,0.00270
40,0.00000,32.40000,0.00160
40,0.00000,10.80000,0.00180
40,0.00000,38.50000,0.00270
40,0.00000,50.70000,0.00100
40,0.00000,35.10000,0.00320
40,0.00000,33.40000,0.00340
40,0.00000,14.40000,0.00200
40,0.00000,25.90000,0.00180
40,0.00000,15.20000,0.00210
40,0.00000,20.20000,0.00280
40,0.00000,28.30000,0.00230
40,0.00000,34.00000,0.00180
40,0.00000,7.20000,0.00150
40,0.00000,54.70000,0.00100
40,0.00000,43.50000,0.00220
40,0.00000,29.20000,0.00240
40,0.00000,37.20000,0.00240
40,0.00000,20.80000,0.00200
40,0.00000,18.30000,0.00230
40,0.00000,22.60000,0.00240
40,0.00000,11.60000,0.00200
40,0.00000,43.40000,0.00220
40,0.00000,40.10000,0.00250
40,0.00000,14.60000,0.00150
40,0.00000,16.50000,0.00220
40,0.00000,58.90000,0.00050
40,0.00000,38.00000,0.00280
40,0.00000,5.20000,0.00100
40,0.00000,43.00000,0.00170
40,0.00000,50.40000,0.00110
40,0.00000,38.30000,0.00140
40,0.00000,16.60000,0.00180
40,0.00000,7.40000,0.00100
40,0.00000,37.40000,0.00220
40,0.00000,40.20000,0.00300
40,0.00000,6.50000,0.00100
40,0.00000,25.20000,0.00200
40,0.00000,54.80000,0.00090
40,0.00000,53.00000,0.00090
40,0.00000,52.30000,0.00100
40,0.00000,22.80000,0.00230
40,0.00000,33.60000,0.00260
40,0.00000,28.20000,0.00270
40,0.00000,45.30000,0.00190
40,0.00000,52.20000,0.00080
40,0.00000,31.10000,0.00270
40,0.00000,30.90000,0.00240
40,0.00000,44.60000,0.00110
40,0.00000,22.70000,0.00220
40,0.00000,16.00000,0.00110
40,0.00000,15.10000,0.00250
40,0.00000,19.90000,0.00240
40,0.00000,30.10000,0.00230
40,0.00000,37.00000,0.00260
40,0.00000,10.20000,0.00110
40,0.00000,10.40000,0.00170
40,0.00000,6.30000,0.00130
40,0.00000,40.40000,0.00340
40,0.00000,50.10000,0.00110
40,0.00000,51.50000,0.00110
40,0.00000,52.00000,0.00120
40,0.00000,48.00000,0.00140
40,0.00000,49.30000,0.00150
40,0.00000,5.90000,0.00070
40,0.00000,37.80000,0.00270
40,0.00000,4.20000,0.00040
40,0.00000,49.90000,0.00090
40,0.00000,40.70000,0.00200
40,0.00000,6.60000,0.00080
40,0.00000,58.60000,0.00020
40,0.00000,24.10000,0.00240
40,0.00000,59.00000,0.00020
40,0.00000,43.30000,0.00240
40,0.00000,13.50000,0.00100
40,0.00000,28.60000,0.00230
40,0.00000,21.90000,0.00160
40,0.00000,2.00000,0.00050
40,0.00000,4.70000,0.00040
40,0.00000,6.70000,0.00080
40,0.00000,41.60000,0.00220
40,0.00000,21.40000,0.00260
40,0.00000,42.00000,0.00210
40,0.00000,51.90000,0.00080
40,0.00000,51.20000,0.00200
40,0.00000,47.60000,0.00180
40,0.00000,20.70000,0.00170
40,0.00000,42.80000,0.00250
40,0.00000,12.10000,0.00120
40,0.00000,56.30000,0.00110
40,0.00000,24.50000,0.00240
40,0.00000,12.70000,0.00180
40,0.00000,42.30000,0.00190
40,0.00000,53.90000,0.00040
40,0.00000,45.50000,0.00220
40,0.00000,27.00000,0.00210
40,0.00000,39.70000,0.00170
40,0.00000,38.40000,0.00180
40,0.00000,56.00000,0.00070
40,0.00000,43.80000,0.00190
40,0.00000,51.60000,0.00070
40,0.00000,44.80000,0.00170
40,0.00000,19.00000,0.00230
40,0.00000,54.50000,0.00050
40,0.00000,4.60000,0.00050
40,0.00000,15.90000,0.00140
40,0.00000,5.00000,0.00110
40,0.00000,47.40000,0.00130
40,0.00000,30.50000,0.00190
40,0.00000,29.50000,0.00270
40,0.00000,27.60000,0.00250
40,0.00000,37.60000,0.00200
40,0.00000,54.30000,0.00070
40,0.00000,57.60000,0.00010
40,0.00000,11.20000,0.00180
40,0.00000,50.30000,0.00120
40,0.00000,5.80000,0.00090
40,0.00000,32.10000,0.00240
40,0.00000,43.60000,0.00150
40,0.00000,46.70000,0.00210
40,0.00000,8.30000,0.00150
40,0.00000,55.20000,0.00100
40,0.00000,4.30000,0.00070
40,0.00000,55.80000,0.00030
40,0.00000,1.20000,0.00010
40,0.00000,50.00000,0.00130
40,0.00000,45.90000,0.00100
40,0.00000,50.60000,0.00090
40,0.00000,8.50000,0.00070
40,0.00000,13.70000,0.00150
40,0.00000,56.10000,0.00060
40,0.00000,7.00000,0.00070
40,0.00000,10.60000,0.00120
40,0.00000,26.90000,0.00180
40,0.00000,42.20000,0.00340
40,0.00000,7.30000,0.00070
40,0.00000,3.20000,0.00040
40,0.00000,6.80000,0.00100
40,0.00000,51.30000,0.00110
40,0.00000,8.10000,0.00090
40,0.00000,12.00000,0.00140
40,0.00000,31.20000,0.00240
40,0.00000,10.50000,0.00150
40,0.00000,52.40000,0.00060
40,0.00000,49.00000,0.00080
40,0.00000,57.00000,0.00040
40,0.00000,53.10000,0.00060
40,0.00000,58.20000,0.00050
40,0.00000,9.80000,0.00110
40,0.00000,58.10000,0.00020
40,0.00000,56.20000,0.00040
40,0.00000,3.90000,0.00040
40,0.00000,7.60000,0.00030
40,0.00000,23.80000,0.00220
40,0.00000,45.80000,0.00140
40,0.00000,52.60000,0.00150
40,0.00000,47.30000,0.00170
40,0.00000,23.90000,0.00170
40,0.00000,39.40000,0.00210
40,0.00000,54.40000,0.00040
40,0.00000,13.60000,0.00110
40,0.00000,12.50000,0.00170
40,0.00000,51.40000,0.00130
40,0.00000,46.50000,0.00090
40,0.00000,2.90000,0.00050
40,0.00000,13.10000,0.00100
40,0.00000,44.50000,0.00190
40,0.00000,33.00000,0.00220
40,0.00000,12.30000,0.00200
40,0.00000,40.90000,0.00200
40,0.00000,52.90000,0.00140
40,0.00000,48.50000,0.00110
40,0.00000,8.90000,0.00070
40,0.00000,9.10000,0.00090
40,0.00000,57.30000,0.00020
40,0.00000,46.10000,0.00080
40,0.00000,54.10000,0.00070
40,0.00000,32.90000,0.00170
40,0.00000,2.70000,0.00030
40,0.00000,9.30000,0.00080
40,0.00000,49.80000,0.00080
40,0.00000,5.70000,0.00110
40,0.00000,51.70000,0.00080
40,0.00000,3.30000,0.00070
40,0.00000,8.80000,0.00030
40,0.00000,5.40000,0.00060
40,0.00000,48.40000,0.00140
40,0.00000,56.70000,0.00040
40,0.00000,4.00000,0.00040
40,0.00000,8.20000,0.00050
40,0.00000,13.20000,0.00110
40,0.00000,56.40000,0.00020
40,0.00000,3.70000,0.00050
40,0.00000,1.90000,0.00020
40,0.00000,19.80000,0.00210
40,0.00000,5.30000,0.00030
40,0.00000,55.10000,0.00080
40,0.00000,12.60000,0.00110
40,0.00000,7.70000,0.00100
40,0.00000,11.90000,0.00080
40,0.00000,6.20000,0.00110
40,0.00000,55.50000,0.00080
40,0.00000,0.90000,0.00010
40,0.00000,3.10000,0.00040
40,0.00000,43.20000,0.00160
40,0.00000,3.00000,0.00050
40,0.00000,2.10000,0.00020
40,0.00000,4.50000,0.00050
40,0.00000,4.10000,0.00030
40,0.00000,5.60000,0.00020
40,0.00000,6.40000,0.00080
40,0.00000,5.10000,0.00040
40,0.00000,59.40000,0.00010
40,0.00000,55.90000,0.00010
40,0.00000,53.40000,0.00080
40,0.00000,8.00000,0.00080
40,0.00000,6.00000,0.00020
40,0.00000,52.50000,0.00050
40,0.00000,57.40000,0.00030
40,0.00000,54.20000,0.00030
40,0.00000,58.70000,0.00020
40,0.00000,1.50000,0.00010
40,0.00000,59.20000,0.00020
40,0.00000,2.60000,0.00030
40,0.00000,53.60000,0.00040
40,0.00000,56.90000,0.00030
40,0.00000,57.80000,0.00030
40,0.00000,54.60000,0.00060
40,0.00000,2.20000,0.00020
40,0.00000,57.50000,0.00020
40,0.00000,6.10000,0.00060
40,0.00000,3.50000,0.00040
40,0.00000,2.40000,0.00010
40,0.00000,9.60000,0.00070
40,0.00000,11.00000,0.00050
40,0.00000,2.30000,0.00030
40,0.00000,3.60000,0.00040
40,0.00000,2.50000,0.00010
40,0.00000,0.70000,0.00010
40,0.00000,57.90000,0.00030
40,0.00000,2.80000,0.00020
40,0.00000,6.90000,0.00020
40,0.00000,56.60000,0.00010
40,0.00000,57.10000,0.00010
40,0.00000,58.40000,0.00010
40,0.00000,59.10000,0.00010
40,0.00000,1.10000,0.00010
41,46.80000,46.80000,1.00000
41,49.10000,49.10000,1.00000
41,5.50000,5.50000,1.00000
41,17.00000,17.00000,1.00000
41,23.10000,23.10000,1.00000
41,22.20000,22.20000,1.00000
41,45.40000,45.40000,1.00000
41,10.90000,10.90000,1.00000
41,30.20000,30.20000,1.00000
41,41.80000,41.80000,1.00000
41,38.20000,38.20000,1.00000
41,19.70000,19.70000,1.00000
41,37.30000,37.30000,1.00000
41,25.50000,25.50000,1.00000
41,31.00000,31.00000,1.00000
41,50.20000,50.20000,1.00000
41,10.00000,10.00000,1.00000
41,16.10000,16.10000,1.00000
41,12.80000,12.80000,1.00000
41,31.70000,31.70000,1.00000
41,1.30000,1.30000,1.00000
41,27.20000,27.20000,1.00000
41,25.10000,25.10000,1.00000
41,34.50000,34.50000,1.00000
41,58.00000,58.00000,1.00000
41,51.80000,51.80000,1.00000
41,13.30000,13.30000,1.00000
41,9.20000,9.20000,1.00000
41,26.30000,26.30000,1.00000
41,37.70000,37.70000,1.00000
41,22.30000,22.30000,1.00000
41,7.80000,7.80000,1.00000
41,7.90000,7.90000,1.00000
41,15.50000,15.50000,1.00000
41,41.00000,41.00000,1.00000
41,39.20000,39.20000,1.00000
41,11.50000,11.50000,1.00000
41,23.50000,23.50000,1.00000
41,13.90000,13.90000,1.00000
41,14.70000,14.70000,1.00000
41,18.20000,18.20000,1.00000
41,46.30000,46.30000,1.00000
41,10.30000,10.30000,1.00000
41,45.20000,45.20000,1.00000
41,23.60000,23.60000,1.00000
41,38.60000,38.60000,1.00000
41,17.10000,17.10000,1.00000
41,32.20000,32.20000,1.00000
41,37.90000,37.90000,1.00000
41,16.40000,16.40000,1.00000
41,13.40000,13.40000,1.00000
41,36.30000,36.30000,1.00000
41,46.00000,46.00000,1.00000
41,35.30000,35.30000,1.00000
41,49.50000,49.50000,1.00000
41,9.90000,9.90000,1.00000
41,55.30000,55.30000,1.00000
41,35.50000,35.50000,1.00000
41,38.70000,38.70000,1.00000
41,31.60000,31.60000,1.00000
41,20.50000,20.50000,1.00000
41,28.10000,28.10000,1.00000
41,20.40000,20.40000,1.00000
41,18.00000,18.00000,1.00000
41,18.90000,18.90000,1.00000
41,41.90000,41.90000,1.00000
41,26.00000,26.00000,1.00000
41,36.70000,36.70000,1.00000
41,31.80000,31.80000,1.00000
41,1.70000,1.70000,1.00000
41,46.90000,46.90000,1.00000
41,14.50000,14.50000,1.00000
41,43.10000,43.10000,1.00000
41,26.40000,26.40000,1.00000
41,18.10000,18.10000,1.00000
41,31.50000,31.50000,1.00000
41,48.80000,48.80000,1.00000
41,26.60000,26.60000,1.00000
41,21.80000,21.80000,1.00000
41,40.30000,40.30000,1.00000
41,19.50000,19.50000,1.00000
41,47.10000,47.10000,1.00000
41,51.10000,51.10000,1.00000
41,25.70000,25.70000,1.00000
41,23.00000,23.00000,1.00000
41,26.20000,26.20000,1.00000
41,34.20000,34.20000,1.00000
41,36.00000,36.00000,1.00000
41,35.70000,35.70000,1.00000
41,20.10000,20.10000,1.00000
41,50.80000,50.80000,1.00000
41,20.00000,20.00000,1.00000
41,18.50000,18.50000,1.00000
41,24.20000,24.20000,1.00000
41,21.20000,21.20000,1.00000
41,15.00000,15.00000,1.00000
41,38.90000,38.90000,1.00000
41,23.40000,23.40000,1.00000
41,11.10000,11.10000,1.00000
41,15.60000,15.60000,1.00000
41,30.40000,30.40000,1.00000
41,35.80000,35.80000,1.00000
41,32.00000,32.00000,1.00000
41,33.90000,33.90000,1.00000
41,46.60000,46.60000,1.00000
41,23.20000,23.20000,1.00000
41,20.30000,20.30000,1.00000
41,8.70000,8.70000,1.00000
41,26.10000,26.10000,1.00000
41,18.40000,18.40000,1.00000
41,24.30000,24.30000,1.00000
41,26.80000,26.80000,1.00000
41,27.40000,27.40000,1.00000
41,13.00000,13.00000,1.00000
41,28.00000,28.00000,1.00000
41,24.60000,24.60000,1.00000
41,30.80000,30.80000,1.00000
41,17.30000,17.30000,1.00000
41,33.30000,33.30000,1.00000
41,44.30000,44.30000,1.00000
41,31.30000,31.30000,1.00000
41,55.40000,55.40000,1.00000
41,30.00000,30.00000,1.00000
41,52.70000,52.70000,1.00000
41,22.40000,22.40000,1.00000
41,8.60000,8.60000,1.00000
41,21.30000,21.30000,1.00000
41,23.30000,23.30000,1.00000
41,28.80000,28.80000,1.00000
41,17.40000,17.40000,1.00000
41,42.90000,42.90000,1.00000
41,20.90000,20.90000,1.00000
41,41.30000,41.30000,1.00000
41,52.10000,52.10000,1.00000
41,32.60000,32.60000,1.00000
41,39.10000,39.10000,1.00000
41,14.90000,14.90000,1.00000
41,53.50000,53.50000,1.00000
41,7.10000,7.10000,1.00000
41,19.60000,19.60000,1.00000
41,18.80000,18.80000,1.00000
41,31.90000,31.90000,1.00000
41,48.20000,48.20000,1.00000
41,36.10000,36.10000,1.00000
41,46.40000,46.40000,1.00000
41,29.10000,29.10000,1.00000
41,23.70000,23.70000,1.00000
41,29.30000,29.30000,1.00000
41,46.20000,46.20000,1.00000
41,9.70000,9.70000,1.00000
41,44.00000,44.00000,1.00000
41,39.60000,39.60000,1.00000
41,48.90000,48.90000,1.00000
41,27.90000,27.90000,1.00000
41,25.80000,25.80000,1.00000
41,22.00000,22.00000,1.00000
41,20.60000,20.60000,1.00000
41,33.10000,33.10000,1.00000
41,16.20000,16.20000,1.00000
41,45.00000,45.00000,1.00000
41,29.00000,29.00000,1.00000
41,15.40000,15.40000,1.00000
41,40.60000,40.60000,1.00000
41,14.80000,14.80000,1.00000
41,42.60000,42.60000,1.00000
41,54.00000,54.00000,1.00000
41,39.50000,39.50000,1.00000
41,49.40000,49.40000,1.00000
41,37.50000,37.50000,1.00000
41,49.70000,49.70000,1.00000
41,11.80000,11.80000,1.00000
41,53.20000,53.20000,1.00000
41,17.80000,17.80000,1.00000
41,21.70000,21.70000,1.00000
41,48.10000,48.10000,1.00000
41,36.80000,36.80000,1.00000
41,44.70000,44.70000,1.00000
41,15.80000,15.80000,1.00000
41,7.50000,7.50000,1.00000
41,16.80000,16.80000,1.00000
41,35.40000,35.40000,1.00000
41,30.70000,30.70000,1.00000
41,27.10000,27.10000,1.00000
41,47.00000,47.00000,1.00000
41,40.00000,40.00000,1.00000
41,35.90000,35.90000,1.00000
41,25.40000,25.40000,1.00000
41,44.90000,44.90000,1.00000
41,48.60000,48.60000,1.00000
41,48.30000,48.30000,1.00000
41,15.70000,15.70000,1.00000
41,8.40000,8.40000,1.00000
41,31.40000,31.40000,1.00000
41,36.90000,36.90000,1.00000
41,32.50000,32.50000,1.00000
41,33.50000,33.50000,1.00000
41,15.30000,15.30000,1.00000
41,47.90000,47.90000,1.00000
41,32.80000,32.80000,1.00000
41,27.70000,27.70000,1.00000
41,43.90000,43.90000,1.00000
41,26.70000,26.70000,1.00000
41,21.60000,21.60000,1.00000
41,28.70000,28.70000,1.00000
41,9.00000,9.00000,1.00000
41,47.50000,47.50000,1.00000
41,51.00000,51.00000,1.00000
41,19.20000,19.20000,1.00000
41,22.50000,22.50000,1.00000
41,4.90000,4.90000,1.00000
41,34.30000,34.30000,1.00000
41,37.10000,37.10000,1.00000
41,3.40000,3.40000,1.00000
41,39.90000,39.90000,1.00000
41,16.70000,16.70000,1.00000
41,36.20000,36.20000,1.00000
41,36.50000,36.50000,1.00000
41,24.80000,24.80000,1.00000
41,34.40000,34.40000,1.00000
41,33.20000,33.20000,1.00000
41,39.00000,39.00000,1.00000
41,30.60000,30.60000,1.00000
41,11.70000,11.70000,1.00000
41,41.10000,41.10000,1.00000
41,34.60000,34.60000,1.00000
41,58.30000,58.30000,1.00000
41,29.90000,29.90000,1.00000
41,56.80000,56.80000,1.00000
41,35.20000,35.20000,1.00000
41,29.60000,29.60000,1.00000
41,42.10000,42.10000,1.00000
41,10.10000,10.10000,1.00000
41,47.20000,47.20000,1.00000
41,12.20000,12.20000,1.00000
41,52.80000,52.80000,1.00000
41,43.70000,43.70000,1.00000
41,24.40000,24.40000,1.00000
41,27.50000,27.50000,1.00000
41,17.70000,17.70000,1.00000
41,21.50000,21.50000,1.00000
