Age,From State,To State,Probability
42,2.00000,9.00000,0.07143
42,2.00000,14.00000,0.07143
42,2.00000,13.00000,0.14286
42,2.00000,2.00000,0.25000
42,2.00000,11.00000,0.03571
42,17.00000,57.00000,0.24468
42,17.00000,58.00000,0.08511
42,17.00000,56.00000,0.11702
42,17.00000,11.00000,0.55319
42,12.00000,47.00000,0.22876
42,12.00000,48.00000,0.12418
42,12.00000,8.00000,0.40523
42,12.00000,7.00000,0.09150
42,12.00000,46.00000,0.15033
42,57.00000,44.00000,0.57447
42,57.00000,90.00000,0.14894
42,57.00000,89.00000,0.23404
42,57.00000,45.00000,0.04255
42,49.00000,86.00000,0.53125
42,49.00000,36.00000,0.33594
42,49.00000,37.00000,0.13281
42,1.00000,1.00000,0.50000
42,1.00000,9.00000,0.10000
42,1.00000,7.00000,0.20000
42,1.00000,8.00000,0.20000
42,59.00000,46.00000,0.41667
42,59.00000,90.00000,0.58333
42,0.00000,1.00000,1.00000
42,60.00000,47.00000,0.66667
42,60.00000,90.00000,0.33333
43,69.00000,57.00000,0.13333
43,69.00000,58.00000,0.33333
43,69.00000,93.00000,0.41667
43,69.00000,59.00000,0.10000
43,69.00000,94.00000,0.01667
43,12.00000,8.00000,0.48864
43,12.00000,46.00000,0.11364
43,12.00000,45.00000,0.17614
43,12.00000,44.00000,0.10227
43,12.00000,43.00000,0.03977
43,12.00000,9.00000,0.03409
43,12.00000,47.00000,0.04545
43,19.00000,59.00000,0.27976
43,19.00000,13.00000,0.42857
43,19.00000,61.00000,0.01786
43,19.00000,60.00000,0.10714
43,19.00000,58.00000,0.11310
43,19.00000,14.00000,0.00595
43,19.00000,12.00000,0.04762
43,76.00000,95.00000,0.52703
43,76.00000,66.00000,0.27703
43,76.00000,67.00000,0.10135
43,76.00000,65.00000,0.09459
43,27.00000,70.00000,0.28125
43,27.00000,19.00000,0.33750
43,27.00000,18.00000,0.16875
43,27.00000,69.00000,0.17500
43,27.00000,68.00000,0.01875
43,27.00000,20.00000,0.01250
43,27.00000,71.00000,0.00625
43,25.00000,17.00000,0.45833
43,25.00000,67.00000,0.19048
43,25.00000,68.00000,0.20833
43,25.00000,66.00000,0.04762
43,25.00000,18.00000,0.08333
43,25.00000,69.00000,0.01190
43,83.00000,76.00000,0.03763
43,83.00000,97.00000,0.56989
43,83.00000,74.00000,0.08065
43,83.00000,75.00000,0.31183
43,33.00000,23.00000,0.30841
43,33.00000,75.00000,0.31776
43,33.00000,24.00000,0.14019
43,33.00000,76.00000,0.21495
43,33.00000,74.00000,0.01869
43,78.00000,69.00000,0.20349
43,78.00000,96.00000,0.49419
43,78.00000,68.00000,0.26163
43,78.00000,95.00000,0.03488
43,78.00000,67.00000,0.00581
43,2.00000,1.00000,0.18919
43,2.00000,10.00000,0.16216
43,2.00000,2.00000,0.37838
43,2.00000,13.00000,0.02703
43,2.00000,12.00000,0.08108
43,2.00000,11.00000,0.08108
43,2.00000,9.00000,0.08108
43,32.00000,75.00000,0.26772
43,32.00000,74.00000,0.22835
43,32.00000,23.00000,0.22047
43,32.00000,22.00000,0.25984
43,32.00000,73.00000,0.01575
43,32.00000,24.00000,0.00787
43,84.00000,77.00000,0.14557
43,84.00000,97.00000,0.55696
43,84.00000,76.00000,0.27848
43,84.00000,75.00000,0.01899
43,70.00000,59.00000,0.31452
43,70.00000,93.00000,0.29032
43,70.00000,60.00000,0.08871
43,70.00000,94.00000,0.25000
43,70.00000,58.00000,0.05645
43,20.00000,60.00000,0.19653
43,20.00000,62.00000,0.06936
43,20.00000,14.00000,0.28324
43,20.00000,13.00000,0.16185
43,20.00000,61.00000,0.24855
43,20.00000,59.00000,0.04046
43,43.00000,32.00000,0.28571
43,43.00000,81.00000,0.04762
43,43.00000,82.00000,0.33333
43,43.00000,31.00000,0.11905
43,43.00000,83.00000,0.16667
43,43.00000,33.00000,0.04762
43,77.00000,67.00000,0.34437
43,77.00000,95.00000,0.35762
43,77.00000,68.00000,0.11921
43,77.00000,96.00000,0.13245
43,77.00000,66.00000,0.04636
43,65.00000,92.00000,0.52326
43,65.00000,54.00000,0.15116
43,65.00000,53.00000,0.18605
43,65.00000,55.00000,0.09302
43,65.00000,91.00000,0.03488
43,65.00000,52.00000,0.01163
43,7.00000,30.00000,0.11881
43,7.00000,34.00000,0.00990
43,7.00000,31.00000,0.12871
43,7.00000,5.00000,0.49505
43,7.00000,32.00000,0.13861
43,7.00000,29.00000,0.03960
43,7.00000,4.00000,0.02970
43,7.00000,33.00000,0.03960
43,31.00000,74.00000,0.33333
43,31.00000,22.00000,0.37500
43,31.00000,21.00000,0.11111
43,31.00000,73.00000,0.16667
43,31.00000,72.00000,0.00694
43,31.00000,23.00000,0.00694
43,64.00000,52.00000,0.25843
43,64.00000,92.00000,0.30337
43,64.00000,91.00000,0.14607
43,64.00000,53.00000,0.24719
43,64.00000,54.00000,0.02247
43,64.00000,51.00000,0.02247
43,13.00000,47.00000,0.17442
43,13.00000,9.00000,0.42442
43,13.00000,8.00000,0.06395
43,13.00000,46.00000,0.09884
43,13.00000,48.00000,0.14535
43,13.00000,49.00000,0.07558
43,13.00000,45.00000,0.01163
43,13.00000,50.00000,0.00581
43,85.00000,77.00000,0.16875
43,85.00000,78.00000,0.28750
43,85.00000,97.00000,0.54375
43,38.00000,79.00000,0.29231
43,38.00000,27.00000,0.26154
43,38.00000,28.00000,0.36923
43,38.00000,78.00000,0.04615
43,38.00000,80.00000,0.03077
43,22.00000,62.00000,0.02353
43,22.00000,63.00000,0.19412
43,22.00000,15.00000,0.42941
43,22.00000,16.00000,0.02941
43,22.00000,64.00000,0.28824
43,22.00000,65.00000,0.02353
43,22.00000,14.00000,0.01176
43,28.00000,20.00000,0.16892
43,28.00000,70.00000,0.16216
43,28.00000,71.00000,0.36486
43,28.00000,72.00000,0.02027
43,28.00000,19.00000,0.28378
43,62.00000,49.00000,0.04494
43,62.00000,91.00000,0.38202
43,62.00000,90.00000,0.10112
43,62.00000,50.00000,0.26966
43,62.00000,51.00000,0.17978
43,62.00000,52.00000,0.02247
43,80.00000,71.00000,0.31148
43,80.00000,96.00000,0.56284
43,80.00000,70.00000,0.08197
43,80.00000,72.00000,0.04372
43,60.00000,48.00000,0.20455
43,60.00000,90.00000,0.44318
43,60.00000,49.00000,0.20455
43,60.00000,47.00000,0.07955
43,60.00000,50.00000,0.01136
43,60.00000,91.00000,0.05682
43,79.00000,96.00000,0.52973
43,79.00000,69.00000,0.19459
43,79.00000,70.00000,0.25946
43,79.00000,71.00000,0.01622
43,18.00000,58.00000,0.18497
43,18.00000,12.00000,0.38728
43,18.00000,57.00000,0.21965
43,18.00000,13.00000,0.08092
43,18.00000,56.00000,0.09249
43,18.00000,59.00000,0.03468
43,63.00000,91.00000,0.45263
43,63.00000,51.00000,0.26316
43,63.00000,52.00000,0.16842
43,63.00000,53.00000,0.05263
43,63.00000,92.00000,0.04211
43,63.00000,50.00000,0.02105
43,30.00000,22.00000,0.03356
43,30.00000,73.00000,0.27517
43,30.00000,21.00000,0.56376
43,30.00000,72.00000,0.09396
43,30.00000,20.00000,0.03356
43,23.00000,15.00000,0.14724
43,23.00000,65.00000,0.29448
43,23.00000,16.00000,0.41104
43,23.00000,64.00000,0.10429
43,23.00000,66.00000,0.03067
43,23.00000,63.00000,0.01227
43,66.00000,55.00000,0.20183
43,66.00000,92.00000,0.46789
43,66.00000,93.00000,0.03670
43,66.00000,54.00000,0.24771
43,66.00000,56.00000,0.03670
43,66.00000,53.00000,0.00917
43,41.00000,81.00000,0.32727
43,41.00000,31.00000,0.10909
43,41.00000,30.00000,0.47273
43,41.00000,29.00000,0.03636
43,41.00000,80.00000,0.03636
43,41.00000,82.00000,0.01818
43,44.00000,83.00000,0.43548
43,44.00000,33.00000,0.30645
43,44.00000,32.00000,0.11290
43,44.00000,82.00000,0.08065
43,44.00000,34.00000,0.06452
43,10.00000,41.00000,0.12418
43,10.00000,6.00000,0.08497
43,10.00000,39.00000,0.10458
43,10.00000,7.00000,0.39869
43,10.00000,40.00000,0.21569
43,10.00000,42.00000,0.01961
43,10.00000,38.00000,0.05229
43,39.00000,79.00000,0.05405
43,39.00000,80.00000,0.47297
43,39.00000,29.00000,0.13514
43,39.00000,28.00000,0.33784
43,29.00000,20.00000,0.43750
43,29.00000,72.00000,0.31250
43,29.00000,71.00000,0.16875
43,29.00000,21.00000,0.06875
43,29.00000,70.00000,0.00625
43,29.00000,73.00000,0.00625
43,59.00000,89.00000,0.26667
43,59.00000,90.00000,0.36667
43,59.00000,47.00000,0.21667
43,59.00000,48.00000,0.08333
43,59.00000,46.00000,0.05000
43,59.00000,49.00000,0.01667
43,16.00000,53.00000,0.09827
43,16.00000,10.00000,0.04046
43,16.00000,54.00000,0.20231
43,16.00000,11.00000,0.47977
43,16.00000,55.00000,0.09249
43,16.00000,52.00000,0.08671
43,67.00000,56.00000,0.30392
43,67.00000,55.00000,0.12745
43,67.00000,93.00000,0.31373
43,67.00000,92.00000,0.24510
43,67.00000,57.00000,0.00980
43,21.00000,14.00000,0.34356
43,21.00000,15.00000,0.10429
43,21.00000,63.00000,0.15951
43,21.00000,62.00000,0.28834
43,21.00000,61.00000,0.09202
43,21.00000,60.00000,0.01227
43,82.00000,97.00000,0.52121
43,82.00000,73.00000,0.19394
43,82.00000,96.00000,0.05455
43,82.00000,74.00000,0.23030
43,6.00000,4.00000,0.44330
43,6.00000,27.00000,0.14433
43,6.00000,28.00000,0.15464
43,6.00000,29.00000,0.14433
43,6.00000,30.00000,0.03093
43,6.00000,25.00000,0.01031
43,6.00000,26.00000,0.05155
43,6.00000,5.00000,0.02062
43,15.00000,52.00000,0.17801
43,15.00000,10.00000,0.47120
43,15.00000,11.00000,0.05759
43,15.00000,51.00000,0.12042
43,15.00000,53.00000,0.09948
43,15.00000,50.00000,0.05759
43,15.00000,54.00000,0.01571
43,75.00000,95.00000,0.52703
43,75.00000,64.00000,0.10135
43,75.00000,65.00000,0.30405
43,75.00000,66.00000,0.06757
43,87.00000,98.00000,0.53659
43,87.00000,80.00000,0.27642
43,87.00000,81.00000,0.18699
43,49.00000,85.00000,0.43243
43,49.00000,36.00000,0.05405
43,49.00000,39.00000,0.02703
43,49.00000,38.00000,0.24324
43,49.00000,37.00000,0.16216
43,49.00000,86.00000,0.08108
43,3.00000,18.00000,0.09434
43,3.00000,15.00000,0.03774
43,3.00000,16.00000,0.05660
43,3.00000,3.00000,0.11321
43,3.00000,2.00000,0.49057
43,3.00000,17.00000,0.11321
43,3.00000,14.00000,0.07547
43,3.00000,13.00000,0.01887
43,74.00000,63.00000,0.21805
43,74.00000,95.00000,0.42105
43,74.00000,94.00000,0.07519
43,74.00000,64.00000,0.27068
43,74.00000,65.00000,0.00752
43,74.00000,62.00000,0.00752
43,72.00000,94.00000,0.50413
43,72.00000,62.00000,0.12397
43,72.00000,61.00000,0.33058
43,72.00000,60.00000,0.04132
43,88.00000,98.00000,0.47414
43,88.00000,82.00000,0.36207
43,88.00000,81.00000,0.16379
43,17.00000,11.00000,0.18994
43,17.00000,12.00000,0.27374
43,17.00000,56.00000,0.20670
43,17.00000,54.00000,0.04469
43,17.00000,57.00000,0.09497
43,17.00000,55.00000,0.18994
43,40.00000,29.00000,0.34667
43,40.00000,80.00000,0.33333
43,40.00000,81.00000,0.18667
43,40.00000,30.00000,0.13333
43,9.00000,6.00000,0.48148
43,9.00000,36.00000,0.10370
43,9.00000,38.00000,0.10370
43,9.00000,7.00000,0.04444
43,9.00000,37.00000,0.16296
43,9.00000,39.00000,0.06667
43,9.00000,35.00000,0.02222
43,9.00000,40.00000,0.01481
43,81.00000,73.00000,0.16854
43,81.00000,72.00000,0.34831
43,81.00000,96.00000,0.42135
43,81.00000,71.00000,0.03371
43,81.00000,97.00000,0.02809
43,50.00000,39.00000,0.20000
43,50.00000,86.00000,0.40000
43,50.00000,38.00000,0.20000
43,50.00000,85.00000,0.15000
43,50.00000,87.00000,0.02500
43,50.00000,37.00000,0.02500
43,34.00000,24.00000,0.38843
43,34.00000,76.00000,0.45455
43,34.00000,74.00000,0.00826
43,34.00000,25.00000,0.05785
43,34.00000,77.00000,0.07438
43,34.00000,75.00000,0.01653
43,73.00000,62.00000,0.35000
43,73.00000,94.00000,0.32500
43,73.00000,95.00000,0.05833
43,73.00000,63.00000,0.23333
43,73.00000,61.00000,0.03333
43,42.00000,31.00000,0.35849
43,42.00000,82.00000,0.39623
43,42.00000,32.00000,0.13208
43,42.00000,30.00000,0.03774
43,42.00000,81.00000,0.05660
43,42.00000,80.00000,0.01887
43,5.00000,26.00000,0.07407
43,5.00000,3.00000,0.25926
43,5.00000,24.00000,0.11111
43,5.00000,25.00000,0.14815
43,5.00000,22.00000,0.07407
43,5.00000,4.00000,0.23457
43,5.00000,23.00000,0.08642
43,5.00000,21.00000,0.01235
43,35.00000,77.00000,0.41584
43,35.00000,25.00000,0.41584
43,35.00000,76.00000,0.05941
43,35.00000,26.00000,0.05941
43,35.00000,24.00000,0.03960
43,35.00000,78.00000,0.00990
43,45.00000,83.00000,0.35294
43,45.00000,84.00000,0.21569
43,45.00000,34.00000,0.17647
43,45.00000,33.00000,0.17647
43,45.00000,82.00000,0.05882
43,45.00000,35.00000,0.01961
43,86.00000,78.00000,0.10656
43,86.00000,97.00000,0.37705
43,86.00000,79.00000,0.33607
43,86.00000,80.00000,0.08197
43,86.00000,98.00000,0.09836
43,54.00000,87.00000,0.26190
43,54.00000,88.00000,0.35714
43,54.00000,41.00000,0.04762
43,54.00000,42.00000,0.19048
43,54.00000,43.00000,0.14286
43,58.00000,89.00000,0.30882
43,58.00000,45.00000,0.05882
43,58.00000,47.00000,0.16176
43,58.00000,46.00000,0.29412
43,58.00000,90.00000,0.16176
43,58.00000,48.00000,0.01471
43,48.00000,84.00000,0.20000
43,48.00000,85.00000,0.40000
43,48.00000,37.00000,0.22857
43,48.00000,36.00000,0.14286
43,48.00000,86.00000,0.02857
43,14.00000,51.00000,0.07692
43,14.00000,52.00000,0.02051
43,14.00000,10.00000,0.27179
43,14.00000,9.00000,0.26667
43,14.00000,49.00000,0.14872
43,14.00000,50.00000,0.16410
43,14.00000,48.00000,0.04615
43,14.00000,47.00000,0.00513
43,1.00000,1.00000,0.38462
43,1.00000,7.00000,0.15385
43,1.00000,4.00000,0.07692
43,1.00000,5.00000,0.15385
43,1.00000,8.00000,0.23077
43,68.00000,57.00000,0.27200
43,68.00000,93.00000,0.44000
43,68.00000,56.00000,0.20000
43,68.00000,58.00000,0.08800
43,57.00000,89.00000,0.47826
43,57.00000,45.00000,0.21739
43,57.00000,44.00000,0.06522
43,57.00000,47.00000,0.02174
43,57.00000,88.00000,0.04348
43,57.00000,46.00000,0.13043
43,57.00000,90.00000,0.04348
43,24.00000,66.00000,0.28205
43,24.00000,16.00000,0.31410
43,24.00000,17.00000,0.19231
43,24.00000,67.00000,0.12821
43,24.00000,64.00000,0.00641
43,24.00000,65.00000,0.07692
43,36.00000,25.00000,0.09639
43,36.00000,26.00000,0.37349
43,36.00000,78.00000,0.38554
43,36.00000,77.00000,0.13253
43,36.00000,27.00000,0.01205
43,56.00000,89.00000,0.24242
43,56.00000,45.00000,0.19697
43,56.00000,44.00000,0.18182
43,56.00000,88.00000,0.33333
43,56.00000,43.00000,0.03030
43,56.00000,46.00000,0.01515
43,71.00000,94.00000,0.43396
43,71.00000,93.00000,0.01887
43,71.00000,59.00000,0.12264
43,71.00000,60.00000,0.29245
43,71.00000,61.00000,0.13208
43,47.00000,36.00000,0.33333
43,47.00000,84.00000,0.28205
43,47.00000,37.00000,0.05128
43,47.00000,35.00000,0.17949
43,47.00000,85.00000,0.15385
43,46.00000,84.00000,0.42424
43,46.00000,35.00000,0.30303
43,46.00000,34.00000,0.18182
43,46.00000,36.00000,0.06061
43,46.00000,83.00000,0.03030
43,4.00000,19.00000,0.11321
43,4.00000,21.00000,0.16981
43,4.00000,3.00000,0.52830
43,4.00000,18.00000,0.07547
43,4.00000,20.00000,0.05660
43,4.00000,17.00000,0.01887
43,4.00000,22.00000,0.03774
43,8.00000,6.00000,0.23729
43,8.00000,35.00000,0.13559
43,8.00000,34.00000,0.11864
43,8.00000,36.00000,0.11017
43,8.00000,5.00000,0.23729
43,8.00000,37.00000,0.01695
43,8.00000,33.00000,0.12712
43,8.00000,32.00000,0.01695
